node,score
5631,0.013549302702504096
5632,0.02483403027462161
5633,0.02900927941320275
5634,0.051971752844865104
5635,0.05651658788879066
5636,0.05447121273266198
5637,0.02920507011181306
5638,-0.006168205167072283
5639,0.003506508328442126
5640,0.020061180625927433
5641,0.025291212837155408
5642,0.021278180384778356
5643,0.013627260717252176
5644,0.024538658104365396
5645,0.03493670930862558
5646,0.032300889116235076
5647,0.015231431250641636
5648,0.02699591080031849
5649,0.013587796218809456
5650,0.01380883211212447
5651,0.032729428337680555
5652,0.03384653444412722
5653,0.01974388610632527
5654,0.008740573468794866
5655,0.043066885871218985
5656,0.02057592392940477
5657,0.0243971772552245
5658,0.03421399092638722
5659,0.016061672955738127
5660,0.02217379144771714
5661,0.023073983935008036
5662,0.031465627404187124
5663,0.02087382194196219
5664,0.035959266979126436
5665,0.020298681817804698
5666,0.03957998202093993
5667,0.02847073537595146
5668,0.03029764029447657
5669,0.024563365873758625
5670,0.05374123417319565
5671,0.04157238901594318
5672,0.038706031017382125
5673,0.04675432563973314
5674,0.04928454786581282
5675,0.04425940974005227
5676,0.04484922755893117
5677,0.04245376615522145
5678,0.03780257542672216
5679,0.034833465355661786
5680,0.016632045601409406
5681,0.062310890334781655
5682,0.05503624573592114
5683,0.03912129244936102
5684,0.04820426743718964
5685,0.038928686180230265
5686,0.03933249734946198
5687,0.03969856559266893
5688,0.03882399868891795
5689,0.03285000529853521
5690,0.02705023683002905
5691,0.03903227001364451
5692,0.02111668973373748
5693,0.047416523320253146
5694,0.03159699380870795
5695,0.0263413834535815
5696,0.043351395292910766
5697,0.037192195967684305
5698,0.0383276962187622
5699,0.038244866005297196
5700,0.01768880798802519
5701,0.005942807992961763
5702,0.032647375395888134
5703,0.026662637752745355
5704,0.040543578739371755
5705,0.026810824822209978
5706,0.03386709017477074
5707,0.037032553933129986
5708,0.034000111681934286
5709,0.03384545026441976
5710,0.045087242909016334
5711,0.024270953782571048
5712,0.020674927921923714
5713,0.03479389058417337
5714,0.03752902188126306
5715,0.04009580732423179
5716,0.050712969471804814
5717,0.047211566834789664
5718,0.04197082238213734
5719,0.049712254630784214
5720,0.07526936589695987
5721,0.04927593318807588
5722,0.03353534775765665
5723,0.03569228216158937
5724,0.0062833028676028135
5725,0.027083495638041466
5726,0.0286217858967307
5727,0.053627567375205465
5728,0.037470658612943186
5729,0.03244026795933752
5730,0.03856894666886235
5731,0.03653478922322795
5732,0.07638937783085575
5733,0.05795163343660403
5734,0.062063731562295055
5735,0.05273240560336767
5736,0.041473871266400786
5737,0.05639861713592065
5738,0.02201600681241378
5739,0.051691352953086134
5740,0.05265463280219185
5741,0.05316005537010071
5742,0.018191300315654524
5743,0.03126534789545754
5744,0.0306210982775299
5745,0.034310940222762265
5746,0.03550722647659732
5747,0.04012022075293953
5748,0.029382065162817272
5749,0.01860595614722449
5750,0.05142658196377614
5751,0.04050571500908451
5752,0.05038759840867402
5753,0.01811520508149933
5754,0.017217078679635844
5755,0.01003804776590822
5756,0.006349726226776764
5757,0.01064634341228965
5758,0.02025597589134276
5759,0.013035929217013686
5760,0.02808565158094567
5761,0.02082346057585116
5762,0.025687213519431817
5763,0.021205878517953747
5764,0.027912299107625493
5765,0.02215779438972354
5766,0.06201949024279574
5767,0.0446714625102671
5768,0.030654201917966084
5769,0.015385016966529497
5770,0.03000528745494968
5771,-0.0014053379927244647
5772,0.03042118455132281
5773,0.03351941028942751
5774,0.045345730111244986
5775,0.0404759099767108
5776,0.050695729483328233
5777,0.04586761583190602
5778,0.026990659030046826
5779,0.04597263836700549
5780,0.046063410101978564
5781,0.050109330020372767
5782,0.02125384416331566
5783,0.030507227573269846
5784,0.0363406195536613
5785,0.04456473460027377
5786,0.04005884215131983
5787,0.036127869228251286
5788,0.013568944007561923
5789,0.05996682503371198
5790,0.04521934297703567
5791,0.06355242586997478
5792,0.04595004470885378
5793,0.05672226603200059
5794,0.054911825668221614
5795,0.042041325007927344
5796,0.014277987703330663
5797,0.031609787979459125
5798,0.015122051044390905
5799,0.019945260632099227
5800,0.04700567508748621
5801,0.050518361273548806
5802,0.02066585212676464
5803,0.011652377978325412
5804,0.0333113600663657
5805,0.03052820948956314
5806,0.030415522044634602
5807,0.03303986785585178
5808,0.013329868884009222
5809,0.0027417589202308745
5810,0.02960646449977533
5811,0.03328607679266882
5812,0.028707893499830717
5813,0.01824418953740392
5814,0.039076321337635056
5815,0.03832558870665359
5816,0.03692734989418334
5817,0.04519356495298832
5818,0.03689402268635589
5819,0.05716874253134874
5820,0.040413937456100446
5821,0.03803962024258156
5822,0.06136698478919389
5823,0.052506679815030544
5824,0.036813411215009806
5825,0.05227694528433746
5826,0.026699111486838567
5827,0.01810144417172832
5828,0.03527823875198732
5829,0.04975920196424011
5830,0.021615410561308
5831,0.03752298891132755
5832,0.05718422002052315
5833,0.036168055348813954
5834,0.04602404778642666
5835,0.0357896959643309
5836,0.024965699760759796
5837,0.020820348802269018
5838,0.02915216324352221
5839,0.03188021275429076
5840,0.029593063970787536
5841,0.026363099452786032
5842,0.026522975574082785
5843,0.049962123953250615
5844,0.05881180733368363
5845,0.061307262729730416
5846,0.06369152364750985
5847,0.05121277865194751
5848,0.05459112071492844
5849,0.0649020851880786
5850,0.0610802636848945
5851,0.06194038804418267
5852,0.06261572097189616
5853,0.053671901349521045
5854,0.049115028818787265
5855,0.04381587075994242
5856,0.03390031919904479
5857,0.027493760386814725
5858,0.03623959723747361
5859,0.060421584404312556
5860,0.05765387491856
5861,0.0526669491845797
5862,0.03818921966868605
5863,0.0482042739898757
5864,0.054461361328857816
5865,0.028052218316080513
5866,0.05757056543101635
5867,0.051978561200632156
5868,0.01905464926669509
5869,0.02594827618077178
5870,0.04233048146578522
5871,0.04451279391547558
5872,0.041229440842843634
5873,0.05341157142665065
5874,0.034935491565969534
5875,0.038524569871252745
5876,0.06877929983523101
5877,0.05035816668034865
5878,0.03508741062140963
5879,0.058300655239181265
5880,0.034725727560599995
5881,0.012483633638316283
5882,0.033591036005622854
5883,0.05877104588972526
5884,0.0506962915118796
5885,0.04169950810765588
5886,0.050385243419650116
5887,0.052915389950398684
5888,0.03589923300508591
5889,0.04739830590054206
5890,0.04922695134400312
5891,0.05528258224164373
5892,0.052513485937896065
5893,0.052851241421617234
5894,0.03858958652774802
5895,0.06151603439883713
5896,0.04516398752980988
5897,0.0527753422312458
5898,0.07502113452950088
5899,0.083245461204416
5900,0.08167332878645184
5901,0.06066907921151632
5902,0.05474989212499737
5903,0.04994132370480542
5904,0.04589589876656708
5905,0.05654124895142976
5906,0.06646724299779916
5907,0.06125284740938941
5908,0.049812671469448455
5909,0.05276028381159037
5910,0.06355031587108773
5911,0.07986577403583695
5912,0.08388507706215131
