node,score
13082,0.009115293978978367
13083,0.02311946709820223
13084,0.01749712895751543
13085,0.020404820211896046
13086,0.009547636519672387
13087,0.01268308126626394
13088,0.011027836473927688
13089,0.016479336199071493
13090,0.016079305387184162
13091,0.023199622245379636
13092,0.01462800420636412
13093,0.012825443770964395
13094,0.015112191187025337
13095,0.01667600529518498
13096,0.011382576396771649
13097,-0.0004198677060925915
13098,0.041978156735324124
13099,0.04482368774923917
13100,0.028985280717096606
13101,0.0055523476960475104
13102,0.025138377254717015
13103,0.01814413081628974
13104,0.017291279306175356
13105,0.0027828453542354525
13106,0.002804271655213353
13107,0.01843503603033414
13108,0.025134638663584452
13109,0.0241965409681566
13110,0.004334033208907684
13111,0.026946400077767052
13112,0.04182135562632161
13113,0.02718400992389891
13114,0.04532565683706535
13115,0.0513960733352361
13116,0.033982620828356125
13117,0.07290927565765526
13118,0.049931892619734075
13119,0.03891730285914485
13120,0.05981989596305115
13121,0.03866658221685759
13122,0.053560181385876926
13123,0.04482765282024015
13124,0.03413600073399081
13125,0.018574910820584822
13126,0.013329675101999006
13127,0.027729328074474924
13128,0.019995015070494615
13129,0.021312021457440378
13130,0.032144919509255465
13131,0.035531471656948255
13132,0.03567853964889778
13133,0.04401177765942055
13134,0.03669279688486837
13135,0.02333472587413854
13136,0.02595067111569438
13137,0.04007173667896069
13138,0.03385303552747898
13139,0.004221208216130923
13140,0.010979239304517718
13141,0.022198488153156615
13142,0.00027339615571031484
13143,0.02648664789879085
13144,0.024043023838446254
13145,0.030535046683799694
13146,0.04007731152105609
13147,0.04238345687175704
13148,0.05789388522582173
13149,0.029569787850388107
13150,0.053863210558594776
13151,0.05747607180586234
13152,0.05215225585359795
13153,0.03524612262236326
13154,0.028166298024786096
13155,0.014659496171460451
13156,0.01810000859124694
13157,0.010593904937573284
13158,0.009995150116184015
13159,0.009546260299953757
13160,0.011623682452472361
13161,0.013515302694724673
13162,0.01077564047797086
13163,0.015785805447343093
13164,0.012997529737691638
13165,0.013964987072151214
13166,0.02493537405660995
13167,0.022298362029837593
13168,0.01908762111116169
13169,0.0007296128906726373
13170,-0.006102097321641464
13171,0.027103301752505637
13172,0.015774850839500143
13173,0.030336666749960606
13174,0.029033078640848142
13175,0.03587068166560081
13176,0.016053492118936363
13177,0.0197395367770119
13178,0.023907691526767416
13179,-0.00436315722270153
13180,0.0133168243496542
13181,0.016529517639407132
13182,0.009306457255708889
13183,0.009997258206613013
13184,0.030268681085455218
13185,0.02469297829812378
13186,0.01042219118775467
13187,0.0036089227673549162
13188,-0.00408290267232525
13189,-0.0036473689557480204
13190,0.02171436247546743
13191,0.0031925666802443686
13192,0.02099809071493619
13193,0.004215187469328696
13194,0.004726471982902547
13195,0.00675657729305057
13196,-0.001319591162837197
13197,0.013502514113052255
13198,-0.006293760940184634
13199,-0.0015590173763792015
13200,0.01678199181746587
13201,0.01279792515151923
13202,0.016339312223638713
13203,0.02276275904545766
13204,0.028240177335446592
13205,0.03897903238360523
13206,0.00954467677543236
13207,0.012831281836761188
13208,0.019800511630555073
13209,0.0052659200244394855
13210,0.00601730664337885
13211,-0.007310530694841999
13212,0.0007189478356047774
13213,0.030532784173656347
13214,0.0033084523362211238
13215,0.016697764754846744
13216,0.011709549471959901
13217,0.005364011129702306
13218,0.02649434423546515
13219,0.035279176495908615
13220,0.020424617150960556
13221,0.017006226479902797
13222,0.01382463185413918
13223,0.003407791971113183
13224,0.017262616858185864
13225,0.004072376992941273
13226,-0.0011786465913915523
13227,0.01515197611431629
13228,0.01852737210613309
13229,0.020794315811454633
13230,0.03160059217311528
13231,-0.00025015268651329414
13232,0.027119818570287335
13233,0.012534844174166282
13234,0.02454024330876481
13235,0.012115181392915786
13236,0.043948830851119
13237,0.015473949561791156
13238,0.018281731592361794
13239,0.023873621332102246
13240,0.0327087193771024
13241,0.04046572820345795
13242,0.055870565795890115
13243,0.03716549735097874
13244,0.0243394483649636
13245,0.05048622792165869
13246,0.0021340094078347027
13247,-0.0015332034758515078
13248,0.011650960459084203
13249,0.017540874470334367
13250,0.0020645635287376285
13251,0.016261817572733595
13252,0.024844862718505722
13253,-0.010688601832114175
13254,0.007876067672622278
13255,0.005000869084022308
13256,0.014529613073040237
13257,0.020751556281322525
13258,0.01556276282517699
13259,0.022896150856995368
13260,0.009641922654564428
13261,0.005905010861716575
13262,-0.012085528629091291
13263,-0.010337683251500529
13264,-0.020098628087555026
13265,-0.020484870790030696
13266,0.009111859053101634
13267,0.020981456369438822
13268,0.012841005549112383
13269,0.0007292916168649688
13270,-0.01557648665546818
13271,-0.006880411141770293
13272,0.011514468300907854
13273,0.023871276241141826
13274,0.022037509282496592
13275,0.019719708408919456
13276,-0.0018685703401307707
13277,-0.012757733374699876
13278,0.0013680663265895898
13279,0.007766480938228293
13280,0.00950654509088611
13281,-0.006623584015726824
13282,-0.0074470621797577685
13283,-0.0030549730888841387
13284,0.007658950310039159
13285,0.0036021378032460305
13286,-0.005812921121504888
13287,-0.015384717623600497
13288,-0.0006863518159446746
13289,0.00688768397390338
13290,-0.022422558677687388
13291,-0.0040214536174078
13292,-0.006239409742709423
13293,0.020866587100529466
13294,0.01260643640473158
13295,0.013452310247704324
13296,-0.004157026980249778
13297,0.015054713759344307
13298,0.03173120312671962
13299,0.0045390945470690225
13300,0.006945658118977627
