node,score
2202,0.011820533845522396
2203,0.009955669840507553
2204,0.010675583211255724
2205,0.011528261166312337
2206,0.015717159314963536
2207,0.02550088039685605
2208,0.019229377849055318
2209,0.02031749402731331
2210,0.022830775845798068
2211,0.010943306079324255
2212,0.00889535477661485
2213,0.016143197916745344
2214,0.013203240564686136
2215,0.00804549947900024
2216,0.029162395486744264
2217,0.018995578193184648
2218,0.009253937336576201
2219,0.016020884710566174
2220,0.01001398980288215
2221,0.010049341853469063
2222,0.00910100655061108
2223,0.00537512695935527
2224,0.012452371321670985
2225,0.010793077518982841
2226,0.010205034924006928
2227,0.023756572581983826
2228,0.011187003560123476
2229,0.022622881060624822
2230,0.0301047545601405
2231,0.025954372093870415
2232,0.016484718407437926
2233,0.020986847016840948
2234,0.00446038606894017
2235,0.026642105861313214
2236,0.014591315928746185
2237,0.02562179745561144
2238,0.01562492504313684
2239,0.05416500122113299
2240,0.032557312028772545
2241,0.025765495033300723
2242,0.018027232229880452
2243,0.020270252966833158
2244,0.020294888082306506
2245,0.01772871980037838
2246,0.02866468214363682
2247,0.03384438792152722
2248,0.02411082266093434
2249,0.04054518821199671
2250,0.028252839280712316
2251,0.028533915833978463
2252,0.028885580158495627
2253,0.027079919519276685
2254,0.0334270501962417
2255,0.043532450810501944
2256,0.03702492575500249
2257,0.028706250124511556
2258,0.022378630836427438
2259,0.023417201605998472
2260,0.007935220832422929
2261,0.006784245161453817
2262,0.021829039422621044
2263,0.018414423802476154
2264,0.042077495181323865
2265,0.02055544871435344
2266,0.02345420363666728
2267,0.033420276581059505
2268,0.027790942593675982
2269,0.02880537992524379
2270,0.02662694529826304
2271,0.026548533441248634
2272,0.029991517048013172
2273,0.042989503612138824
2274,0.025360978184715388
2275,0.01872456734036787
2276,0.019387143292389775
2277,0.03068728475474325
2278,0.023344966799037414
2279,0.02700358449687512
2280,0.032599710078375144
2281,0.02806171738113239
2282,0.05275437480941925
2283,0.021001921900322684
2284,0.020785462779888242
2285,0.03606998174295439
2286,0.028844308669599084
2287,0.0276114319309424
2288,0.01972688868277972
2289,0.02494155020174582
2290,0.03210424939396195
2291,0.026489483349871445
2292,0.03597848253116431
2293,0.03632971856903755
2294,0.026717754996605336
2295,0.030657643678894897
2296,0.03460649158284412
2297,0.03564424012672163
2298,0.03232621547175052
2299,0.03137952396566346
2300,0.02901241579161118
2301,0.028350643185503177
2302,0.033749247772375535
2303,0.029996857776627084
2304,0.02667705749770899
2305,0.027655508947590612
2306,0.03208469325560359
2307,0.014075075514258684
2308,0.01782573607438931
2309,0.03206088359679815
2310,0.019484232287199532
2311,0.02430536691574181
2312,0.03216819051018527
2313,0.01985461215795392
2314,0.034544754567777614
2315,0.019953058848360294
2316,0.033003990541064954
2317,0.04348372376993814
2318,0.028690558791514165
2319,0.021773984017353643
2320,0.01608440517932408
2321,0.031423392150478735
2322,0.012134855958958357
2323,0.011776616817284036
2324,0.007296394366754666
2325,0.01621851471565461
2326,0.015016978250108948
2327,0.011249806501658854
2328,0.02607279583396982
2329,0.041014891245945595
2330,0.020281927553179813
2331,0.030352800379585987
2332,0.006662189502032456
2333,0.005625272614957377
2334,0.02543278253717962
2335,-0.006612054915951071
2336,0.013785433750348908
2337,-0.002492905301813897
2338,0.004573683941222595
2339,-0.0009800773876378344
2340,0.015485184054988554
2341,0.014347450704227271
2342,0.008233973296706387
2343,0.032382413665755005
2344,0.02037409512866617
2345,0.018719310405596823
2346,0.029394253014194516
2347,0.02766151374965764
2348,0.04906532920342821
2349,0.030088629275403678
2350,0.04232732887395496
2351,0.03733328087847365
2352,0.026508443680209104
2353,0.019407661198148296
2354,0.030793502614246848
2355,0.025840356154242405
2356,0.02090093994645703
2357,0.030581898687143894
2358,0.03512305660185755
2359,0.03752246280552729
2360,0.04116647427977094
2361,0.039385411235825396
2362,0.0409085582198897
2363,0.039144068242321195
2364,0.033105541615409906
2365,0.02841792106553609
2366,0.045629164691311064
2367,0.022733266071998326
2368,0.033076825201482696
2369,0.023334267280716414
2370,0.009925409728975598
2371,0.018759990404409455
2372,0.017509227707754427
2373,0.03733753778685012
2374,0.03748616047968778
2375,0.028142063088615
2376,0.03030622091758506
