DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1943-03-06,BOX_7_BOOK_16_RADIO_IMG_7784_output_1943-03-06,Phillips Radio Works,Eindhoven,9,9.0
1944-03-26,BOX_7_BOOK_16_RADIO_IMG_7792_output_1944-03-26,RADIO 0 BEACON,JULIANADORF,6,7.0
1944-02-21,BOX_7_BOOK_16_RADIO_IMG_7786_output_1944-02-21,RADAR INSTALLATIONS,LE TREPORT,7,5.75
1944-03-24,BOX_7_BOOK_16_RADIO_IMG_7792_output_1944-03-24,RADIO 0 BEACON,JULIANADORF,3,5.0
1941-04-24,BOX_7_BOOK_16_RADIO_IMG_7797_output_1941-04-24,Wireless Station,Utsira,6,3.8
1941-04-02,BOX_7_BOOK_16_RADIO_IMG_7796_output_1941-04-02,Unidentified Wireless Station,Villade Tomailade,4,2.0
1941-07-05,BOX_7_BOOK_16_RADIO_IMG_7795_output_1941-07-05,Wireless Station,Sogne Fjord,3,1.7999999999999998
1944-03-31,BOX_7_BOOK_16_RADIO_IMG_7792_output_1944-03-31,RADIO 0 BEACON,JULIANADORF,7,1.3
1944-03-30,BOX_7_BOOK_16_RADIO_IMG_7792_output_1944-03-30,RADIO 0 BEACON,JULIANADORF,1,1.0
1941-04-26,BOX_7_BOOK_16_RADIO_IMG_7794_output_1941-04-26,Wireless Stn,Aldero,2,1.0
1941-08-31,BOX_7_BOOK_16_RADIO_IMG_7790_output_1941-08-31,Radio Station,Norderney,2,0.5
