DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-03-16 12:11:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0703_output_1945-03-16,OIL REF,SALZBERGEN,448,1162.2
1944-07-28 09:30:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0655_output_1944-07-28,,,518,1116.5
1945-02-19 14:01:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0599_output_1945-02-19,,,839,1023.0
1944-05-05 14:32:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0491_output_1944-05-05,ASTRA ROMANA,PLOESTI,384,942.0
1944-07-29 09:40:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0656_output_1944-07-29,LEUNA SYN OIL,MERSEBURG,332,863.375
1945-02-24 12:42:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0777_output_1945-02-24,ALBRECHT OIL REFINERY,HAMBURG,274,823.55
1944-08-07 11:25:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0582_output_1944-08-07,,BLECHHAMMER,490,807.0
1945-03-20 04:23:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0801_output_1945-03-20,,,1156,789.0
1945-03-12 13:06:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0404_output_1945-03-12,Floridsdorf Oil Refinery,Vienna,368,755.0
1945-02-05 13:53:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0692_output_1945-02-05,OIL STORAGE,REGENSBURG,405,753.75
1945-03-01 11:30:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0413_output_1945-03-01,OIL REFINERY,MOOSBIERBAUM,641,725.2
1944-08-27 11:51:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0580_output_1944-08-27,BLECHHAMMER OR SYN N,,218,713.7
1944-12-06 12:23:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0663_output_1944-12-06,,,276,712.0
1944-09-28 11:52:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0658_output_1944-09-28,LEUNA SYN OIL,MERSEBURG,294,689.0
1944-11-02 12:33:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0659_output_1944-11-02,,,300,688.75
1945-03-16 11:09:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0595_output_1945-03-16,Harpenerweg Oil Refinery,Dortmund,507,677.0
1944-11-06 10:48:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0784_output_1944-11-06,RHENANIA OSSAG OIL,HAMBURG,177,666.0
1944-11-11 11:04:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0588_output_1944-11-11,,,228,665.0
1944-12-12 11:55:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0665_output_1944-12-12,,,219,654.0
1944-05-29 12:31:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0686_output_1944-05-29,Synoil Plant,Politz,473,627.5
1944-12-06 12:16:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0665_output_1944-12-06,,,240,623.5
1944-08-02 16:45:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0548_output_1944-08-02,OIL DUMP,SENS,156,620.0
1945-02-05 12:00:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0691_output_1945-02-05,OIL STORAGE,REGENSBURG,275,614.9
1944-07-15 10:07:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0495_output_1944-07-15,Romano Americana,Ploesti,219,601.0
1945-02-09 13:01:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0638_output_1945-02-09,Oil Refinery,Lutzkendorf,235,582.5
1944-07-22 11:07:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0495_output_1944-07-22,Romano Americana,Ploesti,208,563.5
1945-03-08 14:14:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0596_output_1945-03-08,Gneisenau Benzol,Dortmund,309,556.2
1945-01-14 13:23:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0593_output_1945-01-14,Derben Oil Storage,Derben,184,548.75
1944-11-04 12:19:00,BOX_1_BOOK_2_OILREFINERIES_IMG_0677_output_1944-11-04,OIL REFINERIES,NEUNKIRCHEN,493,545.1
