DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1944-04-02 12:13:00,BOX_6_BOOK_12_MANUFACTURING_IMG_6993_output_1944-04-02,DAIMLER PUCH BB FACTORY,STEYR,405,1130.56,902.0,79.78347013869234,228.56,20.216529861307674
1944-10-10 15:11:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7021_output_1944-10-10,BALL BEARING PLANT,SCHWEINFURT,244,613.0,607.0,99.02120717781403,6.0,0.9787928221859705
1944-10-23 12:15:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7005_output_1944-10-23,M A N WORKS,AUGSBURG,79,433.744,102.0,23.51617543989081,331.744,76.4838245601092
1944-03-08 14:47:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7014_output_1944-03-08,VKF BEARING,ERKNER,246,418.28,135.0,32.27503107965956,283.28,67.72496892034044
1943-10-14 14:40:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7022_output_1943-10-14,VK F BALL BEARING PLANT,SCHWEINFURT,150,359.8,318.5,88.52140077821011,41.3,11.478599221789883
1944-02-24 13:38:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7022_output_1944-02-24,VK F BALL BEARING PLANT,SCHWEINFURT,131,350.2,324.5,92.66133637921187,25.7,7.338663620788122
1943-08-17 15:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7022_output_1943-08-17,VK F BALL BEARING PLANT,SCHWEINFURT,202,278.70799999999997,247.7,88.87437748467931,31.008,11.125622515320694
1944-04-14 14:10:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7023_output_1944-04-14,KUZEL FISCHER BALL BR PL,KUFELFISCHER,105,254.0,203.0,79.92125984251969,51.0,20.078740157480315
1944-03-08 13:21:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7007_output_1944-03-08,Erkner Ball Bearing Wks,Berlin,111,193.3,83.5,43.19710294878427,109.8,56.802897051215716
1945-03-17 13:25:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7016_output_1945-03-17,CARL ZEISS OPT WKS,JENA,71,186.25,179.0,96.10738255033557,7.25,3.8926174496644297
1944-07-01 11:44:00,BOX_6_BOOK_12_MANUFACTURING_IMG_6998_output_1944-07-01,ORBASSANO BALL BRNG FCTY,TURIN,54,152.64,84.0,55.031446540880516,68.64,44.968553459119505
1944-03-24 11:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7022_output_1944-03-24,VK F BALL BEARING PLANT,SCHWEINFURT,50,96.0,57.0,59.375,39.0,40.625
1944-03-23 10:55:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7022_output_1944-03-23,VK F BALL BEARING PLANT,SCHWEINFURT,89,69.6,57.0,81.89655172413794,12.6,18.103448275862068
1944-03-08 12:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7006_output_1944-03-08,Bearings Manufacturing,Berlin,52,52.0,19.0,36.53846153846153,33.0,63.46153846153846
1944-02-16 14:10:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7023_output_1944-02-16,KUZEL FISCHER BALL BR PL,KUFELFISCHER,19,48.0,9.0,18.75,39.0,81.25
1944-03-16 14:10:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7023_output_1944-03-16,KUZEL FISCHER BALL BR PL,KUFELFISCHER,20,48.0,9.0,18.75,39.0,81.25
1944-04-15 14:14:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7023_output_1944-04-15,KUZEL FISCHER BALL BR PL,KUFELFISCHER,33,44.0,0.0,0.0,44.0,100.0
1943-08-12 08:58:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7010_output_1943-08-12,RUMPFF WORKS,BONN,18,40.0,0.0,0.0,40.0,100.0
1943-07-01 09:01:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7017_output_1943-07-01,K W ENGINE SHOPS,KIEL,16,25.992,0.0,0.0,25.992,100.0
1944-03-03 14:40:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7014_output_1944-03-03,VKF BEARING,ERKNER,1,1.0,0.0,0.0,1.0,100.0
