DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1943-02-13 20:33:00,BOX_7_BOOK_17_NAVAL_IMG_8031_output_1943-02-13,,,904,1018.0,446.0,43.811394891944985,572.0,56.188605108055015
1942-02-07 21:06:00,BOX_7_BOOK_17_NAVAL_IMG_8030_output_1942-02-07,,,902,843.75,353.75,41.92592592592593,490.0,58.074074074074076
1942-07-08 01:37:00,BOX_7_BOOK_17_NAVAL_IMG_8122_output_1942-07-08,,,650,770.0,391.0,50.77922077922078,379.0,49.22077922077922
1943-04-13 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7935_output_1943-04-13,Naval Target,Spezia,573,515.0,448.0,86.99029126213593,67.0,13.009708737864079
1943-04-15 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7935_output_1943-04-15,Naval Target,Spezia,191,452.845,448.0,98.93009749472778,4.845,1.0699025052722233
1943-03-29 22:01:00,BOX_7_BOOK_17_NAVAL_IMG_8046_output_1943-03-29,,,406,426.0,95.0,22.300469483568076,331.0,77.69953051643192
1943-01-24 20:03:00,BOX_7_BOOK_17_NAVAL_IMG_8030_output_1943-01-24,,,620,383.3,17.3,4.513435950952257,366.0,95.48656404904774
1944-08-14 18:59:00,BOX_7_BOOK_17_NAVAL_IMG_8023_output_1944-08-14,LEHAVRE L INNER DOCKS,LEHAVRE,508,349.0,348.0,99.7134670487106,1.0,0.28653295128939826
1942-05-16 19:15:00,BOX_7_BOOK_17_NAVAL_IMG_8029_output_1942-05-16,,,81,244.0,95.0,38.9344262295082,149.0,61.065573770491795
1943-03-24 21:36:00,BOX_7_BOOK_17_NAVAL_IMG_8046_output_1943-03-24,,,150,228.0,19.0,8.333333333333332,209.0,91.66666666666666
1942-01-27 15:00:00,BOX_7_BOOK_17_NAVAL_IMG_7961_output_1942-01-27,,,10,217.0,213.0,98.15668202764977,4.0,1.8433179723502304
1941-10-05 06:00:00,BOX_7_BOOK_17_NAVAL_IMG_7972_output_1941-10-05,Brest Port and Naval Facilities,Brest,149,187.0,174.0,93.04812834224599,13.0,6.951871657754011
1942-02-04 20:24:00,BOX_7_BOOK_17_NAVAL_IMG_8030_output_1942-02-04,,,383,186.5,106.5,57.10455764075068,80.0,42.89544235924933
1943-03-28 22:06:00,BOX_7_BOOK_17_NAVAL_IMG_8046_output_1943-03-28,,,428,171.0,138.0,80.7017543859649,33.0,19.298245614035086
1941-09-24 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8013_output_1941-09-24,LEHAVRE L INNER DOCKS,LEHAVRE,264,156.095,145.055,92.92738396489318,11.04,7.072616035106825
1941-09-17 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7831_output_1941-09-17,Docks,Ostend,68,146.5,142.5,97.26962457337885,4.0,2.7303754266211606
1945-04-14 22:13:00,BOX_7_BOOK_17_NAVAL_IMG_8070_output_1945-04-14,,,43,143.20000000000002,142.8,99.72067039106145,0.4,0.27932960893854747
1941-09-16 21:00:00,BOX_7_BOOK_17_NAVAL_IMG_8018_output_1941-09-16,LEHAVRE L INNER DOCKS,LEHAVRE,76,115.19,113.75,98.74989148363574,1.44,1.2501085163642678
1943-01-26 20:16:00,BOX_7_BOOK_17_NAVAL_IMG_8030_output_1943-01-26,,,32,107.35,90.75,84.53656264555194,16.6,15.46343735444807
1941-10-12 22:00:00,BOX_7_BOOK_17_NAVAL_IMG_7960_output_1941-10-12,Docks,Boulogne,101,105.856,75.55,71.37054111245466,30.306,28.629458887545344
1941-08-30 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8176_output_1941-08-30,BARGES AND QUAYSIDE,HEUSDEN,2,100.136,100.0,99.86418470879605,0.136,0.13581529120396263
1941-08-22 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8176_output_1941-08-22,BARGES AND QUAYSIDE,HEUSDEN,1,100.016,100.0,99.98400255959045,0.016,0.015997440409534474
1941-08-25 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8176_output_1941-08-25,BARGES AND QUAYSIDE,HEUSDEN,1,100.016,100.0,99.98400255959045,0.016,0.015997440409534474
1943-02-22 21:36:00,BOX_7_BOOK_17_NAVAL_IMG_8045_output_1943-02-22,,,279,100.0,12.0,12.0,88.0,88.0
1941-10-31 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8090_output_1941-10-31,EAST BERLINER,HAMBURG,100,97.55000000000001,76.4,78.31881086622245,21.15,21.681189133777544
1943-04-18 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7935_output_1943-04-18,Naval Target,Spezia,489,95.03399999999999,43.5,45.773091735589375,51.534,54.22690826441063
1943-01-28 20:24:00,BOX_7_BOOK_17_NAVAL_IMG_8030_output_1943-01-28,,,29,89.5,35.5,39.66480446927375,54.0,60.33519553072626
1941-05-04 00:12:00,BOX_7_BOOK_17_NAVAL_IMG_7969_output_1941-05-04,Brest Port and Naval Facilities,Brest,225,82.0,82.0,100.0,0.0,0.0
1941-09-15 20:59:00,BOX_7_BOOK_17_NAVAL_IMG_8018_output_1941-09-15,LEHAVRE L INNER DOCKS,LEHAVRE,194,78.41,72.35,92.2713939548527,6.06,7.728606045147303
1943-01-29 20:24:00,BOX_7_BOOK_17_NAVAL_IMG_8030_output_1943-01-29,,,51,78.0,16.0,20.51282051282051,62.0,79.48717948717949
1943-06-26 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7935_output_1943-06-26,Naval Target,Spezia,49,76.0,68.0,89.47368421052632,8.0,10.526315789473683
1943-06-27 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7935_output_1943-06-27,Naval Target,Spezia,49,73.25,68.0,92.83276450511946,5.25,7.167235494880546
1941-09-30 20:00:00,BOX_7_BOOK_17_NAVAL_IMG_7991_output_1941-09-30,,,154,69.34,63.9,92.15460051918085,5.4399999999999995,7.845399480819151
1941-10-03 11:00:00,BOX_7_BOOK_17_NAVAL_IMG_7884_output_1941-10-03,Docks and Harbors,Rotterdam,96,66.0,59.0,89.39393939393939,7.0,10.606060606060606
