DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1944-12-26 14:30:00,BOX_7_BOOK_15_TACTICAL_IMG_7305_output_1944-12-26,,ST VITH,1668,1000.708,958.75,95.80716852468453,41.958,4.192831475315477
1944-03-30 00:00:00,BOX_7_BOOK_15_TACTICAL_IMG_7335_output_1944-03-30,Gun Emplacements,Walcheren Island,31,269.5,263.5,97.77365491651206,6.0,2.2263450834879404
1941-09-20 14:00:00,BOX_7_BOOK_15_TACTICAL_IMG_7628_output_1941-09-20,FLAK BATTERY,SYLT,4,201.66000000000003,1.3,0.6446494098978478,200.36,99.35535059010215
1941-10-16 02:14:00,BOX_7_BOOK_15_TACTICAL_IMG_7551_output_1941-10-16,ANTI AIRCRAFT BATTERY,DUISBURG,9,183.54000000000002,183.3,99.86923831317424,0.24,0.13076168682576003
1941-03-18 00:00:00,BOX_7_BOOK_15_TACTICAL_IMG_7744_output_1941-03-18,SEARCHLIGHTS BTY,ENKHUISEN,1,62.75,62.75,100.0,0.0,0.0
1941-10-12 00:00:00,BOX_7_BOOK_15_TACTICAL_IMG_7619_output_1941-10-12,ANTI AIRCRAFT BATTERY,RUHR AREA,116,34.48,34.0,98.6078886310905,0.48,1.3921113689095128
1943-11-23 15:00:00,BOX_7_BOOK_15_TACTICAL_IMG_7331_output_1943-11-23,Gun Emplacements,Texel Island,16,29.0,22.0,75.86206896551724,7.0,24.137931034482758
1941-09-04 00:00:00,BOX_7_BOOK_15_TACTICAL_IMG_7575_output_1941-09-04,ANTI AIRCRAFT BTRY,HAMM,6,19.22,19.0,98.85535900104058,0.22,1.1446409989594173
1944-01-14 00:00:00,BOX_7_BOOK_15_TACTICAL_IMG_7332_output_1944-01-14,Gun Emplacements,Texel Island,5,18.48,6.0,32.467532467532465,12.48,67.53246753246754
1943-12-16 14:00:00,BOX_7_BOOK_15_TACTICAL_IMG_7331_output_1943-12-16,Gun Emplacements,Texel Island,1,12.0,6.0,50.0,6.0,50.0
