DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-06-22 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7137_output_1945-06-22,ALMN ELCT RDCTN L PWRKE,LUNEN,8,10.0
1943-05-18 09:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7049_output_1943-05-18,VELSEN PWR STN,IJMUIDEN,12,9.0
1943-10-22 21:19:00,BOX_7_BOOK_13_UTILITIES_IMG_7136_output_1943-10-22,RWE Thermal Power Station,Knapsack near Cologne,22,9.0
1941-01-18 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7078_output_1941-01-18,BEWAG THERMAL POWER STATION,BERLIN,119,8.0
1942-10-03 21:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7135_output_1942-10-03,RWE Thermal Power Station,Knapsack near Cologne,18,8.0
1943-10-04 20:54:00,BOX_7_BOOK_13_UTILITIES_IMG_7135_output_1943-10-04,RWE Thermal Power Station,Knapsack near Cologne,10,8.0
1944-11-01 13:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7096_output_1944-11-01,INDUSTRIAL POWER STAT,DUSSELDORF,10,7.3
1943-05-14 17:30:00,BOX_7_BOOK_13_UTILITIES_IMG_7049_output_1943-05-14,VELSEN PWR STN,IJMUIDEN,20,7.0
1941-09-04 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-09-04,BEWAG THERMAL POWER STATION,BERLIN,11,7.0
1942-05-30 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7044_output_1942-05-30,OSTEND SLYKENS THERMAL POWER STATION,OSTEND SLYKENS,6,6.0
1943-05-16 10:30:00,BOX_7_BOOK_13_UTILITIES_IMG_7049_output_1943-05-16,VELSEN PWR STN,IJMUIDEN,12,6.0
1942-05-16 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7065_output_1942-05-16,POWER STATION,LE HARVE,6,6.0
1941-08-31 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7067_output_1941-08-31,Sequedin Power Station,Lille,12,6.0
1941-07-08 06:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7070_output_1941-07-08,Power Station,Mazingarbe,2,6.0
1941-08-09 13:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7070_output_1941-08-09,Power Station,Mazingarbe,3,6.0
1943-04-01 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7114_output_1943-04-01,THERMAL POWER STATION,TRIER,6,6.0
1941-08-12 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7124_output_1941-08-12,Elec Power Sta,Gosnay,12,6.0
1942-03-09 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7124_output_1942-03-09,Elec Power Sta,Gosnay,6,6.0
1942-04-27 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7044_output_1942-04-27,OSTEND SLYKENS THERMAL POWER STATION,OSTEND SLYKENS,6,5.0
1942-05-02 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7044_output_1942-05-02,OSTEND SLYKENS THERMAL POWER STATION,OSTEND SLYKENS,6,5.0
1944-11-02 15:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7096_output_1944-11-02,INDUSTRIAL POWER STAT,DUSSELDORF,8,5.0
1941-08-17 12:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7122_output_1941-08-17,CHEM WKS ELEC. POWER STA,CHOQUES,4,5.0
1941-08-21 06:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7108_output_1941-08-21,ROTHENSEE UTILITIES,MAGDEBURG,6,4.83
1941-04-14 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7048_output_1941-04-14,Electric Power Station,Haarlem,8,4.0
1941-01-04 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7064_output_1941-01-04,ELECTRIC POWER STATION,BREST,4,4.0
1942-07-19 10:30:00,BOX_7_BOOK_13_UTILITIES_IMG_7070_output_1942-07-19,Power Station,Mazingarbe,4,4.0
1941-09-07 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-09-07,BEWAG THERMAL POWER STATION,BERLIN,4,4.0
1944-12-04 16:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7096_output_1944-12-04,INDUSTRIAL POWER STAT,DUSSELDORF,4,4.0
1942-08-01 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7123_output_1942-08-01,POWER STATION,COMINES,4,4.0
1942-08-30 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7127_output_1942-08-30,POWER STATION,PONT A VENDIN,4,4.0
1945-06-21 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7137_output_1945-06-21,ALMN ELCT RDCTN L PWRKE,LUNEN,8,4.0
1945-06-23 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7137_output_1945-06-23,ALMN ELCT RDCTN L PWRKE,LUNEN,4,3.9
1944-12-07 18:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7096_output_1944-12-07,INDUSTRIAL POWER STAT,DUSSELDORF,6,3.8
1941-11-14 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7077_output_1941-11-14,BEWAG THERMAL POWER STATION,BERLIN,4,3.32
1942-09-22 15:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7070_output_1942-09-22,Power Station,Mazingarbe,3,3.0
1941-09-03 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-09-03,BEWAG THERMAL POWER STATION,BERLIN,3,3.0
1941-10-26 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7077_output_1941-10-26,BEWAG THERMAL POWER STATION,BERLIN,8,3.0
1941-08-30 22:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7095_output_1941-08-30,POWER GAS STATION,DUISBURG,6,3.0
1944-11-11 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7109_output_1944-11-11,ELECTRIC POWER STATION,MANNHEIM,3,3.0
1942-01-03 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7127_output_1942-01-03,POWER STATION,PONT A VENDIN,3,3.0
1942-10-31 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7127_output_1942-10-31,POWER STATION,PONT A VENDIN,2,3.0
1941-05-05 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7132_output_1941-05-05,Hochst,Frankfurt,2,3.0
1943-10-06 20:04:00,BOX_7_BOOK_13_UTILITIES_IMG_7135_output_1943-10-06,RWE Thermal Power Station,Knapsack near Cologne,4,3.0
1942-04-28 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7143_output_1942-04-28,POWER STATION,LANGERBRUGGE,5,3.0
1941-08-01 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-08-01,BEWAG THERMAL POWER STATION,BERLIN,5,2.9
1941-08-18 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7089_output_1941-08-18,THERMAL POWER STATION,BOHLEN,11,2.4
1945-06-26 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7137_output_1945-06-26,ALMN ELCT RDCTN L PWRKE,LUNEN,2,2.25
1941-04-22 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7064_output_1941-04-22,ELECTRIC POWER STATION,BREST,3,2.15
1943-04-08 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7047_output_1943-04-08,Thermal Power Station,Amsterdam,1,2.0
1943-07-15 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7060_output_1943-07-15,REGGIO SWITCHIN TRANSFORMER,REGGIO,6,2.0
1941-01-10 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7064_output_1941-01-10,ELECTRIC POWER STATION,BREST,1,2.0
1941-01-22 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7064_output_1941-01-22,ELECTRIC POWER STATION,BREST,1,2.0
1942-07-20 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7067_output_1942-07-20,Sequedin Power Station,Lille,2,2.0
1941-11-15 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7077_output_1941-11-15,BEWAG THERMAL POWER STATION,BERLIN,2,2.0
1941-08-08 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7090_output_1941-08-08,Hastedt Electric Power Station,Bremen,1,2.0
1941-11-16 23:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7095_output_1941-11-16,POWER GAS STATION,DUISBURG,1,2.0
1941-09-17 02:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7122_output_1941-09-17,CHEM WKS ELEC. POWER STA,CHOQUES,2,2.0
1942-09-02 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7123_output_1942-09-02,POWER STATION,COMINES,2,2.0
1942-07-30 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7127_output_1942-07-30,POWER STATION,PONT A VENDIN,2,2.0
1941-01-21 04:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7135_output_1941-01-21,RWE Thermal Power Station,Knapsack near Cologne,4,2.0
1941-08-12 20:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7135_output_1941-08-12,RWE Thermal Power Station,Knapsack near Cologne,2,2.0
1941-08-22 22:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7135_output_1941-08-22,RWE Thermal Power Station,Knapsack near Cologne,2,2.0
1941-06-03 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7139_output_1941-06-03,POWERHOUSE,RANTUM,4,2.0
1942-12-22 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7141_output_1942-12-22,Electric Power Station,Zschornewitz Golpa,3,2.0
1942-07-22 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7143_output_1942-07-22,POWER STATION,LANGERBRUGGE,2,2.0
1942-12-20 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7144_output_1942-12-20,Therm Elec Power Sta Mau,Lutterade,6,2.0
1941-05-24 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7148_output_1941-05-24,Watertower Station,Terschelling,4,2.0
1941-09-03 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7079_output_1941-09-03,Danziger Strasse Gas Wks,Berlin,2,1.9
1941-09-03 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7084_output_1941-09-03,SWITCHING STAT ELEKTROWERK,BERLIN,2,1.9
1941-09-24 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7084_output_1941-09-24,SWITCHING STAT ELEKTROWERK,BERLIN,2,1.9
