DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1944-09-23 21:35:00,BOX_7_BOOK_13_UTILITIES_IMG_7110_output_1944-09-23,Munster Acqueduct,Munster,198,599.95
1945-04-20 11:58:00,BOX_7_BOOK_13_UTILITIES_IMG_7138_output_1945-04-20,Pasing Transformer Switching Station,Pasing,47,102.0
1945-04-29 09:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7138_output_1945-04-29,Pasing Transformer Switching Station,Pasing,200,100.0
1945-04-25 22:55:00,BOX_7_BOOK_13_UTILITIES_IMG_7138_output_1945-04-25,Pasing Transformer Switching Station,Pasing,80,92.0
1945-04-19 11:58:00,BOX_7_BOOK_13_UTILITIES_IMG_7138_output_1945-04-19,Pasing Transformer Switching Station,Pasing,47,73.0
1945-04-24 01:11:00,BOX_7_BOOK_13_UTILITIES_IMG_7138_output_1945-04-24,Pasing Transformer Switching Station,Pasing,76,49.0
1943-07-15 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7055_output_1943-07-15,SWITCHING ST TRANSFORMER,BOLIGNIA,18,42.0
1941-05-10 01:50:00,BOX_7_BOOK_13_UTILITIES_IMG_7098_output_1941-05-10,Transformer Station of B,Hamburg Harburg,99,41.0
1945-04-21 11:58:00,BOX_7_BOOK_13_UTILITIES_IMG_7138_output_1945-04-21,Pasing Transformer Switching Station,Pasing,47,37.0
1941-07-17 10:30:00,BOX_7_BOOK_13_UTILITIES_IMG_7122_output_1941-07-17,CHEM WKS ELEC. POWER STA,CHOQUES,32,36.2
1942-06-16 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7065_output_1942-06-16,POWER STATION,LE HARVE,35,36.0
1941-06-17 14:30:00,BOX_7_BOOK_13_UTILITIES_IMG_7122_output_1941-06-17,CHEM WKS ELEC. POWER STA,CHOQUES,78,33.175
1945-04-26 06:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7138_output_1945-04-26,Pasing Transformer Switching Station,Pasing,60,30.0
1941-07-05 12:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7087_output_1941-07-05,Thermal and Power,Bielefeld,58,27.0
1942-03-02 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7123_output_1942-03-02,POWER STATION,COMINES,8,26.5
1941-06-24 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7123_output_1941-06-24,POWER STATION,COMINES,45,25.85
1943-05-15 09:30:00,BOX_7_BOOK_13_UTILITIES_IMG_7049_output_1943-05-15,VELSEN PWR STN,IJMUIDEN,48,22.0
1941-06-28 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7123_output_1941-06-28,POWER STATION,COMINES,44,22.0
1944-12-30 18:32:00,BOX_7_BOOK_13_UTILITIES_IMG_7088_output_1944-12-30,Gelsenkirchener A,Bochum,8,16.0
1941-05-21 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7124_output_1941-05-21,Elec Power Sta,Gosnay,30,14.0
1941-08-25 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-08-25,BEWAG THERMAL POWER STATION,BERLIN,26,13.0
1941-08-26 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-08-26,BEWAG THERMAL POWER STATION,BERLIN,13,13.0
1941-06-29 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7123_output_1941-06-29,POWER STATION,COMINES,15,13.0
1942-03-27 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7044_output_1942-03-27,OSTEND SLYKENS THERMAL POWER STATION,OSTEND SLYKENS,12,12.0
1943-04-16 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7044_output_1943-04-16,OSTEND SLYKENS THERMAL POWER STATION,OSTEND SLYKENS,18,12.0
1942-04-16 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7065_output_1942-04-16,POWER STATION,LE HARVE,12,12.0
1942-04-14 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7126_output_1942-04-14,POWER STATION,MONDEVILLE,12,12.0
1941-07-06 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7128_output_1941-07-06,POWER STATION,YAINVILLE,3,12.0
1941-05-08 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7085_output_1941-05-08,Thermal Power Station,Berlin Rummelsburg,4,11.2
1944-08-18 08:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7098_output_1944-08-18,Transformer Station of B,Hamburg Harburg,2,11.0
