DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1944-08-09 23:41:00,BOX_7_BOOK_14_SUPPLY_IMG_7246_output_1944-08-09,FUEL DEPOT,FORET DE CHATTELRAULT,274,970.0
1944-05-06 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7249_output_1944-05-06,AMMO DUMP,SABLE SUR SARTH,194,833.5
1944-08-09 23:04:00,BOX_7_BOOK_14_SUPPLY_IMG_7247_output_1944-08-09,Fuel Depot,Forte d'Englos,232,751.0
1944-05-01 14:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7241_output_1944-05-01,Depot,Chambly,218,689.0
1944-08-08 23:40:00,BOX_7_BOOK_14_SUPPLY_IMG_7245_output_1944-08-08,Fuel Depot,Foret de Lucheux,236,634.0
1944-04-12 13:56:00,BOX_7_BOOK_14_SUPPLY_IMG_7244_output_1944-04-12,AMMUNITION DUMP,FORET DE MONTRICHARD,106,394.0
1945-02-13 12:15:00,BOX_7_BOOK_14_SUPPLY_IMG_7170_output_1945-02-13,ORD Depot,Vienna,83,313.0
1944-05-06 02:40:00,BOX_7_BOOK_14_SUPPLY_IMG_7240_output_1944-05-06,AMMO DUMP,AUBIGNE RACAN,302,306.0
1944-05-07 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7250_output_1944-05-07,SALBRIS NAME AMMO DUMP,SALBRIS,15,300.0
1944-07-31 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7196_output_1944-07-31,SUPPLY DUMP A,RILLY LE MONTAGNE,194,288.0
1944-04-01 23:51:00,BOX_7_BOOK_14_SUPPLY_IMG_7194_output_1944-04-01,Ammunition Dump,Maintenon,226,210.0
1944-07-02 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7196_output_1944-07-02,SUPPLY DUMP A,RILLY LE MONTAGNE,43,195.0
1944-09-14 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7256_output_1944-09-14,Ammo Dump,Wassenaar,35,190.0
1944-08-09 12:55:00,BOX_7_BOOK_14_SUPPLY_IMG_7243_output_1944-08-09,Fuel Dump,Foret de Mormal,151,167.0
1944-11-04 12:27:00,BOX_7_BOOK_14_SUPPLY_IMG_7172_output_1944-11-04,ORD DEPOT,WELS,69,159.0
1945-02-08 12:23:00,BOX_7_BOOK_14_SUPPLY_IMG_7170_output_1945-02-08,ORD Depot,Vienna,51,128.0
1944-05-03 16:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7241_output_1944-05-03,Depot,Chambly,116,90.0
1944-07-01 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7196_output_1944-07-01,SUPPLY DUMP A,RILLY LE MONTAGNE,91,72.0
1944-04-20 23:20:00,BOX_7_BOOK_14_SUPPLY_IMG_7241_output_1944-04-20,Depot,Chambly,4,72.0
1941-08-09 12:55:00,BOX_7_BOOK_14_SUPPLY_IMG_7243_output_1941-08-09,Fuel Dump,Foret de Mormal,151,49.95
1944-11-03 10:03:00,BOX_7_BOOK_14_SUPPLY_IMG_7170_output_1944-11-03,ORD Depot,Vienna,15,32.0
1944-08-25 05:10:00,BOX_7_BOOK_14_SUPPLY_IMG_7235_output_1944-08-25,DEPOT,RUSSELSHEIM,820,28.0
1944-04-24 09:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7241_output_1944-04-24,Depot,Chambly,3,21.0
1941-09-14 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7256_output_1941-09-14,Ammo Dump,Wassenaar,35,18.75
1941-09-19 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7252_output_1941-09-19,GOODS YARD,NICKARAU,4,12.9
1941-05-20 00:19:00,BOX_7_BOOK_14_SUPPLY_IMG_7253_output_1941-05-20,Ammo Dump,Xanten,12,12.0
1944-05-03 22:50:00,BOX_7_BOOK_14_SUPPLY_IMG_7192_output_1944-05-03,AMMUNITION DUMP,CHATEAUDUN,13,11.75
1944-05-14 20:58:00,BOX_7_BOOK_14_SUPPLY_IMG_7192_output_1944-05-14,AMMUNITION DUMP,CHATEAUDUN,4,8.0
1944-05-07 00:31:00,BOX_7_BOOK_14_SUPPLY_IMG_7192_output_1944-05-07,AMMUNITION DUMP,CHATEAUDUN,4,8.0
1944-05-09 00:15:00,BOX_7_BOOK_14_SUPPLY_IMG_7192_output_1944-05-09,AMMUNITION DUMP,CHATEAUDUN,10,8.0
1941-07-07 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7221_output_1941-07-07,Warehouse,Krefeld,3,4.6
1945-06-22 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7212_output_1945-06-22,AIR EQUIPMENT DEPOT,GOTTINGEN,4,4.0
1944-05-12 20:50:00,BOX_7_BOOK_14_SUPPLY_IMG_7192_output_1944-05-12,AMMUNITION DUMP,CHATEAUDUN,5,4.0
1942-11-01 12:30:00,BOX_7_BOOK_14_SUPPLY_IMG_7170_output_1942-11-01,ORD Depot,Vienna,1,2.5
1944-08-12 13:56:00,BOX_7_BOOK_14_SUPPLY_IMG_7244_output_1944-08-12,AMMUNITION DUMP,FORET DE MONTRICHARD,106,2.2
1941-06-11 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7207_output_1941-06-11,WHSE,ESSEN,4,1.8
1941-03-13 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7215_output_1941-03-13,SUD FRUCHTSHUPP WAREHSE,HAMBURG,2,1.6
1941-04-02 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7255_output_1941-04-02,Ammo Dump,Haamstede,2,1.6
1941-06-29 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7230_output_1941-06-29,Warehouse,Nordenham,1,1.0
1941-06-01 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7230_output_1941-06-01,Warehouse,Nordenham,1,1.0
1941-11-28 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7187_output_1941-11-28,ARSENAL,TURIN,7,1.0
1941-10-26 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7215_output_1941-10-26,SUD FRUCHTSHUPP WAREHSE,HAMBURG,1,0.9
1941-11-26 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7187_output_1941-11-26,ARSENAL,TURIN,6,0.9
1941-01-09 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7207_output_1941-01-09,WHSE,ESSEN,1,0.6
1945-11-27 00:00:00,BOX_7_BOOK_14_SUPPLY_IMG_7203_output_1945-11-27,WAREHOUSE,BRUHL,1,0.6
