DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1942-02-06 19:40:00,BOX_7_BOOK_17_NAVAL_IMG_7948_output_1942-02-06,SHARNHORST GNEISENEAU,BREST,66,96.0
1941-07-25 01:25:00,BOX_7_BOOK_17_NAVAL_IMG_7971_output_1941-07-25,Brest Port and Naval Facilities,Brest,4,96.0
1945-04-16 12:00:00,BOX_7_BOOK_17_NAVAL_IMG_8112_output_1945-04-16,WARSHIPS,SWI NEMUNDE,32,96.0
1941-01-08 06:05:00,BOX_7_BOOK_17_NAVAL_IMG_7976_output_1941-01-08,,,229,94.0
1941-11-16 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7869_output_1941-11-16,Dock Area,Flushing,2,88.25
1941-04-03 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7967_output_1941-04-03,Brest Port and Naval Facilities,Brest,141,84.5
1941-05-04 23:45:00,BOX_7_BOOK_17_NAVAL_IMG_7969_output_1941-05-04,Brest Port and Naval Facilities,Brest,127,80.0
1944-01-27 19:13:00,BOX_7_BOOK_17_NAVAL_IMG_8093_output_1944-01-27,NAVAL INSTALLATIONS,HELI GOLAND,69,78.0
1944-03-05 21:35:00,BOX_7_BOOK_17_NAVAL_IMG_8020_output_1944-03-05,,,34,76.55
1942-01-28 17:00:00,BOX_7_BOOK_17_NAVAL_IMG_7961_output_1942-01-28,,,48,76.0
1941-04-10 00:01:00,BOX_7_BOOK_17_NAVAL_IMG_7968_output_1941-04-10,,,30,74.5
1943-03-16 21:00:00,BOX_7_BOOK_17_NAVAL_IMG_7885_output_1943-03-16,Docks and Harbors,Rotterdam,38,72.0
1941-09-03 21:40:00,BOX_7_BOOK_17_NAVAL_IMG_7971_output_1941-09-03,Brest Port and Naval Facilities,Brest,225,70.0
1942-01-06 06:00:00,BOX_7_BOOK_17_NAVAL_IMG_7976_output_1942-01-06,,,54,70.0
1941-06-07 23:44:00,BOX_7_BOOK_17_NAVAL_IMG_7969_output_1941-06-07,Brest Port and Naval Facilities,Brest,105,67.0
1941-05-07 00:01:00,BOX_7_BOOK_17_NAVAL_IMG_7969_output_1941-05-07,Brest Port and Naval Facilities,Brest,220,66.6
1942-04-28 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7900_output_1942-04-28,Docks and Harbor,Trondheim,90,66.0
1942-01-08 06:00:00,BOX_7_BOOK_17_NAVAL_IMG_7973_output_1942-01-08,Brest Port and Naval Facilities,Brest,40,66.0
1941-04-04 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7967_output_1941-04-04,Brest Port and Naval Facilities,Brest,131,65.6
1941-12-18 12:30:00,BOX_7_BOOK_17_NAVAL_IMG_7975_output_1941-12-18,Scharnhorst Warships,Brest,71,65.0
1944-03-01 22:15:00,BOX_7_BOOK_17_NAVAL_IMG_8020_output_1944-03-01,,,6,64.875
1942-07-23 12:00:00,BOX_7_BOOK_17_NAVAL_IMG_7844_output_1942-07-23,Docks,Ostend,761,61.9
1943-03-02 13:00:00,BOX_7_BOOK_17_NAVAL_IMG_7966_output_1943-03-02,,,86,60.5
1942-04-27 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7901_output_1942-04-27,Tirpitz,Trondheim,33,60.0
1941-10-26 22:15:00,BOX_7_BOOK_17_NAVAL_IMG_7972_output_1941-10-26,Brest Port and Naval Facilities,Brest,6,60.0
1944-03-10 04:00:00,BOX_7_BOOK_17_NAVAL_IMG_8028_output_1944-03-10,,,1,60.0
1941-11-25 05:00:00,BOX_7_BOOK_17_NAVAL_IMG_7992_output_1941-11-25,,,45,59.0
1944-03-10 21:35:00,BOX_7_BOOK_17_NAVAL_IMG_8020_output_1944-03-10,,,51,59.0
1941-02-09 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7955_output_1941-02-09,Docks,Boulogne,1,57.0
1941-04-11 00:01:00,BOX_7_BOOK_17_NAVAL_IMG_7968_output_1941-04-11,,,47,57.0
1942-07-11 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8071_output_1942-07-11,NAVAL INSTALL,DANZIG,46,57.0
1941-07-24 18:30:00,BOX_7_BOOK_17_NAVAL_IMG_8037_output_1941-07-24,Scharnhorst,La Pallice,31,56.0
1942-04-28 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7901_output_1942-04-28,Tirpitz,Trondheim,126,55.0
1942-04-01 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7843_output_1942-04-01,Docks,Ostend,2,54.0
1942-01-26 20:08:00,BOX_7_BOOK_17_NAVAL_IMG_7947_output_1942-01-26,SHARNHORST GNEISENEAU,BREST,125,54.0
1944-09-23 06:00:00,BOX_7_BOOK_17_NAVAL_IMG_8072_output_1944-09-23,CANAL,DORTMUND -EMS,7,54.0
1942-01-28 08:00:00,BOX_7_BOOK_17_NAVAL_IMG_7885_output_1942-01-28,Docks and Harbors,Rotterdam,78,51.0
1942-05-21 02:35:00,BOX_7_BOOK_17_NAVAL_IMG_8048_output_1942-05-21,St Nazaire Docks,St Nazaire,43,51.0
1942-04-27 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7900_output_1942-04-27,Docks and Harbor,Trondheim,122,50.5
1941-12-07 14:30:00,BOX_7_BOOK_17_NAVAL_IMG_7961_output_1941-12-07,,,15,50.0
1942-01-01 20:55:00,BOX_7_BOOK_17_NAVAL_IMG_7961_output_1942-01-01,,,44,49.0
1941-12-07 18:05:00,BOX_7_BOOK_17_NAVAL_IMG_7974_output_1941-12-07,Scharnhorst Warships,Brest,86,48.0
1942-03-07 20:33:00,BOX_7_BOOK_17_NAVAL_IMG_8044_output_1942-03-07,LOCKS BASIN ENTRANCE,ST. NAZAIRE,55,48.0
1941-07-04 00:40:00,BOX_7_BOOK_17_NAVAL_IMG_8028_output_1941-07-04,,,125,47.825
1942-02-26 21:22:00,BOX_7_BOOK_17_NAVAL_IMG_8100_output_1942-02-26,DOCK AREA,KIEL,112,46.25
1941-06-24 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7837_output_1941-06-24,Docks,Ostend,2,46.0
1941-06-25 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7837_output_1941-06-25,Docks,Ostend,1,46.0
1941-11-19 18:50:00,BOX_7_BOOK_17_NAVAL_IMG_8029_output_1941-11-19,,,57,46.0
1942-01-05 19:15:00,BOX_7_BOOK_17_NAVAL_IMG_7976_output_1942-01-05,,,54,45.5
1943-01-15 19:49:00,BOX_7_BOOK_17_NAVAL_IMG_8030_output_1943-01-15,,,230,45.2
1941-06-22 00:45:00,BOX_7_BOOK_17_NAVAL_IMG_7958_output_1941-06-22,Docks,Boulogne,13,45.0
1941-10-01 14:34:00,BOX_7_BOOK_17_NAVAL_IMG_7961_output_1941-10-01,,,10,45.0
