DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-01-04 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8040_output_1945-01-04,Port,Royan,2088,1671.0
1942-01-17 22:29:00,BOX_7_BOOK_17_NAVAL_IMG_7962_output_1942-01-17,Docks,Boulogne,111,1374.0
1944-04-28 02:32:00,BOX_7_BOOK_17_NAVAL_IMG_8093_output_1944-04-28,NAVAL INSTALLATIONS,HELI GOLAND,316,1082.0
1944-11-04 19:19:00,BOX_7_BOOK_17_NAVAL_IMG_8072_output_1944-11-04,CANAL,DORTMUND -EMS,324,1037.0
1942-12-17 22:29:00,BOX_7_BOOK_17_NAVAL_IMG_7962_output_1942-12-17,Docks,Boulogne,374,994.0
1945-02-07 23:48:00,BOX_7_BOOK_17_NAVAL_IMG_8072_output_1945-02-07,CANAL,DORTMUND -EMS,330,915.0
1944-12-18 21:53:00,BOX_7_BOOK_17_NAVAL_IMG_8149_output_1944-12-18,Bochoti,Gdynia,227,902.0
1945-03-06 22:59:00,BOX_7_BOOK_17_NAVAL_IMG_8154_output_1945-03-06,SHIPSNAVAL INSTALLATION,SASSNITZ,543,755.0
1943-03-22 21:36:00,BOX_7_BOOK_17_NAVAL_IMG_8046_output_1943-03-22,,,100,625.0
1945-01-01 11:12:00,BOX_7_BOOK_17_NAVAL_IMG_8072_output_1945-01-01,CANAL,DORTMUND -EMS,417,609.0
1944-06-14 22:29:00,BOX_7_BOOK_17_NAVAL_IMG_8023_output_1944-06-14,LEHAVRE L INNER DOCKS,LEHAVRE,979,498.0
1944-09-24 06:00:00,BOX_7_BOOK_17_NAVAL_IMG_8072_output_1944-09-24,CANAL,DORTMUND -EMS,7,498.0
1944-11-07 20:48:00,BOX_7_BOOK_17_NAVAL_IMG_8072_output_1944-11-07,CANAL,DORTMUND -EMS,123,489.5
1944-11-12 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8212_output_1944-11-12,Tirpitz Battleship,Tromso Fjord,58,366.0
1944-11-21 20:48:00,BOX_7_BOOK_17_NAVAL_IMG_8072_output_1944-11-21,CANAL,DORTMUND -EMS,324,251.0
1943-04-02 22:17:00,BOX_7_BOOK_17_NAVAL_IMG_8046_output_1943-04-02,,,144,188.0
1941-07-01 00:45:00,BOX_7_BOOK_17_NAVAL_IMG_7970_output_1941-07-01,Brest Port and Naval Facilities,Brest,60,161.0
1941-06-13 01:40:00,BOX_7_BOOK_17_NAVAL_IMG_7970_output_1941-06-13,Brest Port and Naval Facilities,Brest,133,155.0
1941-12-17 19:55:00,BOX_7_BOOK_17_NAVAL_IMG_7975_output_1941-12-17,Scharnhorst Warships,Brest,122,154.0
1942-03-20 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7863_output_1942-03-20,,,1,150.0
1942-03-21 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7863_output_1942-03-21,,,1,150.0
1941-07-04 01:11:00,BOX_7_BOOK_17_NAVAL_IMG_7970_output_1941-07-04,Brest Port and Naval Facilities,Brest,445,149.0
1941-07-06 01:10:00,BOX_7_BOOK_17_NAVAL_IMG_7971_output_1941-07-06,Brest Port and Naval Facilities,Brest,345,147.0
1941-03-30 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7967_output_1941-03-30,Brest Port and Naval Facilities,Brest,223,142.0
1944-07-14 19:58:00,BOX_7_BOOK_17_NAVAL_IMG_8023_output_1944-07-14,LEHAVRE L INNER DOCKS,LEHAVRE,304,133.0
1944-03-02 22:15:00,BOX_7_BOOK_17_NAVAL_IMG_8020_output_1944-03-02,,,51,132.925
1941-09-13 03:45:00,BOX_7_BOOK_17_NAVAL_IMG_7972_output_1941-09-13,Brest Port and Naval Facilities,Brest,63,132.0
1943-04-02 23:23:00,BOX_7_BOOK_17_NAVAL_IMG_8031_output_1943-04-02,,,70,131.0
1941-06-10 01:15:00,BOX_7_BOOK_17_NAVAL_IMG_7970_output_1941-06-10,Brest Port and Naval Facilities,Brest,426,129.3
1942-01-09 06:15:00,BOX_7_BOOK_17_NAVAL_IMG_7947_output_1942-01-09,SHARNHORST GNEISENEAU,BREST,114,125.0
1941-04-14 08:00:00,BOX_7_BOOK_17_NAVAL_IMG_7968_output_1941-04-14,,,70,116.0
1941-03-15 00:40:00,BOX_7_BOOK_17_NAVAL_IMG_8028_output_1941-03-15,,,133,112.3
1942-01-07 06:15:00,BOX_7_BOOK_17_NAVAL_IMG_7976_output_1942-01-07,,,183,110.5
1945-03-03 21:56:00,BOX_7_BOOK_17_NAVAL_IMG_8072_output_1945-03-03,CANAL,DORTMUND -EMS,406,110.0
1941-09-15 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8211_output_1941-09-15,TIRPITZ BATTLESHIP,KAA FJORD,42,108.0
1941-11-18 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7845_output_1941-11-18,DOCKS CANALS BARGES,ZEBRUGGE,1,100.0
1941-12-03 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7869_output_1941-12-03,Dock Area,Flushing,1,100.0
1943-04-19 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_7935_output_1943-04-19,Naval Target,Spezia,191,100.0
1941-11-07 09:30:00,BOX_7_BOOK_17_NAVAL_IMG_7961_output_1941-11-07,,,18,100.0
1941-12-27 18:00:00,BOX_7_BOOK_17_NAVAL_IMG_7961_output_1941-12-27,,,10,100.0
1941-12-12 14:00:00,BOX_7_BOOK_17_NAVAL_IMG_8012_output_1941-12-12,,GRAVELINES DOCKS BARGES SHIPPING,1,100.0
1944-08-06 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8039_output_1944-08-06,HARBOR INSTALLATIONS,ROUEN INSTALLATIONS,9,100.0
1941-09-08 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8041_output_1941-09-08,Docks Barges Shipping,St Brieuc,1,100.0
1942-02-21 01:51:00,BOX_7_BOOK_17_NAVAL_IMG_8100_output_1942-02-21,DOCK AREA,KIEL,28,100.0
1942-10-13 00:00:00,BOX_7_BOOK_17_NAVAL_IMG_8200_output_1942-10-13,DOCKS BARGES SHIPPING,TERSCHELLING,1,100.0
1941-12-16 18:31:00,BOX_7_BOOK_17_NAVAL_IMG_7974_output_1941-12-16,Scharnhorst Warships,Brest,54,96.25
1942-04-24 23:34:00,BOX_7_BOOK_17_NAVAL_IMG_8007_output_1942-04-24,HARBOR,DUNKERQUE,46,96.25
1944-12-31 13:15:00,BOX_7_BOOK_17_NAVAL_IMG_7885_output_1944-12-31,Docks and Harbors,Rotterdam,16,96.0
