DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1944-03-10 23:21:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7027_output_1944-03-10,NEEDLE BEARING FAC,LA RICA MARIE,116,78.0,60.0,76.92307692307693,18.0,23.076923076923077
1941-10-12 22:03:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7019_output_1941-10-12,ELECT EQUPT FACT,NURNBERG,32,22.72,19.0,83.62676056338029,3.7199999999999998,16.37323943661972
1941-08-16 13:20:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7016_output_1941-08-16,CARL ZEISS OPT WKS,JENA,13,13.0,11.0,84.61538461538461,2.0,15.384615384615385
1941-11-08 13:51:00,BOX_6_BOOK_12_MANUFACTURING_IMG_6996_output_1941-11-08,BEARING MFG PLANT,TURIN,16,11.9,7.9,66.38655462184873,4.0,33.613445378151255
1943-09-29 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7012_output_1943-09-29,BOSCH MAGNETO WORKS,STUTTGART,10,8.36,8.0,95.69377990430623,0.36,4.30622009569378
1943-09-30 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-09-30,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",15,5.2,4.2,80.76923076923077,1.0,19.23076923076923
1943-08-27 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-08-27,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",5,5.0,4.0,80.0,1.0,20.0
1943-09-23 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-09-23,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",2,2.29,2.05,89.51965065502182,0.24,10.480349344978166
1943-09-01 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7012_output_1943-09-01,BOSCH MAGNETO WORKS,STUTTGART,6,2.24,2.0,89.28571428571428,0.24,10.714285714285712
1943-09-02 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7012_output_1943-09-02,BOSCH MAGNETO WORKS,STUTTGART,3,2.24,2.0,89.28571428571428,0.24,10.714285714285712
1943-08-25 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-08-25,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",3,1.98,1.9,95.95959595959596,0.08,4.040404040404041
1941-10-05 13:50:00,BOX_6_BOOK_12_MANUFACTURING_IMG_6996_output_1941-10-05,BEARING MFG PLANT,TURIN,2,1.96,1.6,81.63265306122449,0.36,18.367346938775512
1941-12-04 14:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_6996_output_1941-12-04,BEARING MFG PLANT,TURIN,1,0.84,0.6,71.42857142857143,0.24,28.57142857142857
1941-01-11 14:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_6996_output_1941-01-11,BEARING MFG PLANT,TURIN,2,0.665,0.425,63.90977443609022,0.24,36.09022556390977
