DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-01-22 19:55:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1945-01-22,DUISBURG BENZOL COKE PLANT,DUISBURG,1393,1376.0
1943-03-09 13:56:00,BOX_1_BOOK_4_CHEMICAL_IMG_0865_output_1943-03-09,Emscher Lippe Benzol,Datteln,531,1132.0
1942-10-10 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0902_output_1942-10-10,Chem Wks A G Stickstoffd,Knapsack Nr Cologne,371,619.3
1945-03-14 16:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0865_output_1945-03-14,Emscher Lippe Benzol,Datteln,255,610.0
1945-04-07 22:48:00,BOX_1_BOOK_4_CHEMICAL_IMG_0888_output_1945-04-07,MOLBIS DISTILLATION PLANT,,592,556.0
1944-12-15 18:24:00,BOX_1_BOOK_4_CHEMICAL_IMG_0887_output_1944-12-15,CHEMICAL W KS,MANNHEIM,638,472.0
1945-03-17 15:01:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1945-03-17,BENZOL PLANT OF HARPENER,DORTMUND,225,411.0
1945-03-12 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0874_output_1945-03-12,BENZOL PLANT,HATTINGEN NR BOCHUM,50,400.0
1945-03-13 09:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0874_output_1945-03-13,BENZOL PLANT,HATTINGEN NR BOCHUM,137,400.0
1945-04-08 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0888_output_1945-04-08,MOLBIS DISTILLATION PLANT,,296,400.0
1943-03-15 09:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0865_output_1943-03-15,Emscher Lippe Benzol,Datteln,177,306.0
1945-03-16 13:56:00,BOX_1_BOOK_4_CHEMICAL_IMG_0865_output_1945-03-16,Emscher Lippe Benzol,Datteln,177,306.0
1945-03-01 15:55:00,BOX_1_BOOK_4_CHEMICAL_IMG_0864_output_1945-03-01,BENZOL PLANT,CASTROP RAUXEL,154,286.5
1945-03-07 16:37:00,BOX_1_BOOK_4_CHEMICAL_IMG_0874_output_1945-03-07,BENZOL PLANT,HATTINGEN NR BOCHUM,87,247.0
1943-03-14 16:33:00,BOX_1_BOOK_4_CHEMICAL_IMG_0865_output_1943-03-14,Emscher Lippe Benzol,Datteln,177,233.0
1945-03-11 15:03:00,BOX_1_BOOK_4_CHEMICAL_IMG_0874_output_1945-03-11,BENZOL PLANT,HATTINGEN NR BOCHUM,74,192.0
1945-03-08 16:37:00,BOX_1_BOOK_4_CHEMICAL_IMG_0874_output_1945-03-08,BENZOL PLANT,HATTINGEN NR BOCHUM,87,168.0
1945-01-04 12:58:00,BOX_1_BOOK_4_CHEMICAL_IMG_0864_output_1945-01-04,BENZOL PLANT,CASTROP RAUXEL,32,159.0
1945-03-17 16:33:00,BOX_1_BOOK_4_CHEMICAL_IMG_0865_output_1945-03-17,Emscher Lippe Benzol,Datteln,78,156.0
1945-01-12 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1945-01-12,BENZOL PLANT OF HARPENER,DORTMUND,60,137.0
1944-11-17 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0871_output_1944-11-17,EBANO ASPHALT WORKS,HAMBURG,15,100.0
1945-03-10 15:03:00,BOX_1_BOOK_4_CHEMICAL_IMG_0874_output_1945-03-10,BENZOL PLANT,HATTINGEN NR BOCHUM,50,100.0
1944-12-09 15:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1944-12-09,BENZOL PLANT OF HARPENER,DORTMUND,92,76.0
1944-12-06 14:52:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1944-12-06,BENZOL PLANT OF HARPENER,DORTMUND,50,48.0
1944-05-07 01:26:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-05-07,,LEVERKUSEN,52,44.0
1945-01-23 05:32:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1945-01-23,DUISBURG BENZOL COKE PLANT,DUISBURG,288,40.0
1944-05-02 23:12:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-05-02,,LEVERKUSEN,42,39.0
1943-01-07 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0856_output_1943-01-07,CHEMICAL WORKS,LILOE LOOS,12,35.0
1944-12-12 10:58:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1944-12-12,DUISBURG BENZOL COKE PLANT,DUISBURG,48,24.0
1944-12-18 18:24:00,BOX_1_BOOK_4_CHEMICAL_IMG_0887_output_1944-12-18,CHEMICAL W KS,MANNHEIM,12,24.0
1945-01-11 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1945-01-11,BENZOL PLANT OF HARPENER,DORTMUND,50,23.0
1944-10-03 14:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0882_output_1944-10-03,,,400,22.9
1944-12-07 14:52:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1944-12-07,BENZOL PLANT OF HARPENER,DORTMUND,50,20.0
1942-10-12 12:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0896_output_1942-10-12,Halle Chemical Plant,Wiesbaden,13,18.0
1945-01-26 15:55:00,BOX_1_BOOK_4_CHEMICAL_IMG_0864_output_1945-01-26,BENZOL PLANT,CASTROP RAUXEL,8,16.0
1945-01-28 15:55:00,BOX_1_BOOK_4_CHEMICAL_IMG_0864_output_1945-01-28,BENZOL PLANT,CASTROP RAUXEL,8,16.0
1945-01-10 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1945-01-10,BENZOL PLANT OF HARPENER,DORTMUND,49,15.0
1942-10-11 14:45:00,BOX_1_BOOK_4_CHEMICAL_IMG_0896_output_1942-10-11,Halle Chemical Plant,Wiesbaden,14,15.0
1945-01-01 05:32:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1945-01-01,DUISBURG BENZOL COKE PLANT,DUISBURG,18,14.4
1941-11-02 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0898_output_1941-11-02,Chemical Works,Gosnay,24,12.125
1945-03-06 16:37:00,BOX_1_BOOK_4_CHEMICAL_IMG_0874_output_1945-03-06,BENZOL PLANT,HATTINGEN NR BOCHUM,87,12.0
1944-11-15 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0871_output_1944-11-15,EBANO ASPHALT WORKS,HAMBURG,14,11.0
1944-07-27 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0894_output_1944-07-27,BENZINE A GSYN OIL,STERKRADE HOLTEN,6,11.0
1944-01-06 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0852_output_1944-01-06,SOCIETA ANONIMA,GENOA SESTRI,66,10.5
1945-01-14 05:36:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1945-01-14,BENZOL PLANT OF HARPENER,DORTMUND,8,10.0
1942-10-14 12:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0896_output_1942-10-14,Halle Chemical Plant,Wiesbaden,5,10.0
1941-06-29 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0900_output_1941-06-29,BAYER COMPANY,DORMAGEN,20,9.5
1943-06-20 08:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0885_output_1943-06-20,IGFAG Chemical Works,Ludwigshafen,12,9.0
1943-03-07 13:56:00,BOX_1_BOOK_4_CHEMICAL_IMG_0865_output_1943-03-07,Emscher Lippe Benzol,Datteln,177,8.0
1944-12-08 14:52:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1944-12-08,BENZOL PLANT OF HARPENER,DORTMUND,50,8.0
1945-01-15 05:36:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1945-01-15,BENZOL PLANT OF HARPENER,DORTMUND,8,8.0
1944-12-11 10:58:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1944-12-11,DUISBURG BENZOL COKE PLANT,DUISBURG,50,8.0
1944-01-08 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0878_output_1944-01-08,Mineralol Asphaltwerke,Ostermoor Kiel Canal,8,8.0
1945-01-13 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1945-01-13,BENZOL PLANT OF HARPENER,DORTMUND,40,7.0
1944-10-04 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0871_output_1944-10-04,EBANO ASPHALT WORKS,HAMBURG,7,7.0
1944-05-30 02:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-05-30,,LEVERKUSEN,56,7.0
1944-12-05 21:47:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1944-12-05,DUISBURG BENZOL COKE PLANT,DUISBURG,6,6.0
1945-02-01 19:01:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1945-02-01,DUISBURG BENZOL COKE PLANT,DUISBURG,8,6.0
1945-02-03 20:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1945-02-03,DUISBURG BENZOL COKE PLANT,DUISBURG,8,6.0
1945-02-04 21:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1945-02-04,DUISBURG BENZOL COKE PLANT,DUISBURG,357,6.0
1941-05-12 14:34:00,BOX_1_BOOK_4_CHEMICAL_IMG_0884_output_1941-05-12,Chemical Plant,Ludwigshafen,30,6.0
1942-10-18 15:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0896_output_1942-10-18,Halle Chemical Plant,Wiesbaden,3,6.0
1944-12-13 13:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1944-12-13,DUISBURG BENZOL COKE PLANT,DUISBURG,50,5.0
1943-05-25 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0875_output_1943-05-25,Mineralolwerke,Reisholz Dusseldorf,6,5.0
1943-05-27 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0875_output_1943-05-27,Mineralolwerke,Reisholz Dusseldorf,3,5.0
1943-07-30 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0875_output_1943-07-30,Mineralolwerke,Reisholz Dusseldorf,6,5.0
1944-06-18 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0894_output_1944-06-18,BENZINE A GSYN OIL,STERKRADE HOLTEN,6,5.0
1944-06-23 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0894_output_1944-06-23,BENZINE A GSYN OIL,STERKRADE HOLTEN,2,5.0
1944-09-28 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0901_output_1944-09-28,"Hochst Chem Works, Farben",Hochst,5,5.0
1945-01-16 05:36:00,BOX_1_BOOK_4_CHEMICAL_IMG_0866_output_1945-01-16,BENZOL PLANT OF HARPENER,DORTMUND,20,4.0
1944-05-04 09:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-05-04,,LEVERKUSEN,2,4.0
1944-05-06 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-05-06,,LEVERKUSEN,2,4.0
1944-08-25 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0894_output_1944-08-25,BENZINE A GSYN OIL,STERKRADE HOLTEN,3,4.0
1945-08-18 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0903_output_1945-08-18,ELECTRO CHEMICAL WORKS,,3,3.75
1945-01-08 15:55:00,BOX_1_BOOK_4_CHEMICAL_IMG_0864_output_1945-01-08,BENZOL PLANT,CASTROP RAUXEL,4,3.0
1944-01-09 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0878_output_1944-01-09,Mineralol Asphaltwerke,Ostermoor Kiel Canal,3,3.0
1944-08-28 23:21:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-08-28,,LEVERKUSEN,3,3.0
1943-06-24 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0885_output_1943-06-24,IGFAG Chemical Works,Ludwigshafen,4,3.0
1944-10-26 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0893_output_1944-10-26,Mineralolwerke A G,Reisholz Dusseldorf,3,3.0
1944-09-25 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0901_output_1944-09-25,"Hochst Chem Works, Farben",Hochst,3,3.0
1944-09-27 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0901_output_1944-09-27,"Hochst Chem Works, Farben",Hochst,3,3.0
1943-11-06 12:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0885_output_1943-11-06,IGFAG Chemical Works,Ludwigshafen,5,2.55
1945-01-02 19:06:00,BOX_1_BOOK_4_CHEMICAL_IMG_0864_output_1945-01-02,BENZOL PLANT,CASTROP RAUXEL,16,2.0
1944-12-15 18:40:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1944-12-15,DUISBURG BENZOL COKE PLANT,DUISBURG,3,2.0
1944-12-17 19:55:00,BOX_1_BOOK_4_CHEMICAL_IMG_0867_output_1944-12-17,DUISBURG BENZOL COKE PLANT,DUISBURG,3,2.0
1944-07-29 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0871_output_1944-07-29,EBANO ASPHALT WORKS,HAMBURG,4,2.0
1943-06-06 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0875_output_1943-06-06,Mineralolwerke,Reisholz Dusseldorf,5,2.0
1944-01-05 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0878_output_1944-01-05,Mineralol Asphaltwerke,Ostermoor Kiel Canal,2,2.0
1943-12-20 19:36:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1943-12-20,,LEVERKUSEN,2,2.0
1944-05-14 23:56:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-05-14,,LEVERKUSEN,1,2.0
1944-05-15 23:51:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-05-15,,LEVERKUSEN,1,2.0
1944-08-29 23:20:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1944-08-29,,LEVERKUSEN,2,2.0
1944-06-21 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0894_output_1944-06-21,BENZINE A GSYN OIL,STERKRADE HOLTEN,2,2.0
1942-08-11 18:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0896_output_1942-08-11,Halle Chemical Plant,Wiesbaden,2,2.0
1943-07-07 18:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0885_output_1943-07-07,IGFAG Chemical Works,Ludwigshafen,2,1.9
1944-11-24 14:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0872_output_1944-11-24,EBANO ASPHALT WORKS,HAMBURG,2,1.6
1944-09-01 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0862_output_1944-09-01,Chemische Fabrik,Berlin,2,1.2
1943-03-06 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0865_output_1943-03-06,Emscher Lippe Benzol,Datteln,177,1.1
1944-05-19 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0871_output_1944-05-19,EBANO ASPHALT WORKS,HAMBURG,2,1.0
1944-05-29 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0871_output_1944-05-29,EBANO ASPHALT WORKS,HAMBURG,2,1.0
