DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1943-11-16 12:05:00,BOX_7_BOOK_13_UTILITIES_IMG_7051_output_1943-11-16,Hydro Elec Power Plant,Rjukan,81,229.5
1945-04-25 10:50:00,BOX_7_BOOK_13_UTILITIES_IMG_7115_output_1945-04-25,TRANSFORMER STATION,TRAUNSTEIN,114,174.85
1943-11-17 11:44:00,BOX_7_BOOK_13_UTILITIES_IMG_7051_output_1943-11-17,Hydro Elec Power Plant,Rjukan,51,127.0
1943-04-16 14:12:00,BOX_7_BOOK_13_UTILITIES_IMG_7069_output_1943-04-16,POWER PLANT,LORIENT,48,116.0
1944-11-26 12:39:00,BOX_7_BOOK_13_UTILITIES_IMG_7087_output_1944-11-26,Thermal and Power,Bielefeld,26,73.0
1944-06-25 09:51:00,BOX_7_BOOK_13_UTILITIES_IMG_7066_output_1944-06-25,LE TELEPHONE EXCHANGE,LE PONTET,25,62.0
1944-06-25 12:05:00,BOX_7_BOOK_13_UTILITIES_IMG_7070_output_1944-06-25,Power Station,Mazingarbe,35,58.0
1944-03-09 19:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7096_output_1944-03-09,INDUSTRIAL POWER STAT,DUSSELDORF,23,58.0
1942-02-21 05:15:00,BOX_7_BOOK_13_UTILITIES_IMG_7095_output_1942-02-21,POWER GAS STATION,DUISBURG,25,58.0
1944-11-01 11:33:00,BOX_7_BOOK_13_UTILITIES_IMG_7056_output_1944-11-01,BOLZANO SUB POWER STATION,BOLZANO,26,56.0
1943-03-06 14:43:00,BOX_7_BOOK_13_UTILITIES_IMG_7069_output_1943-03-06,POWER PLANT,LORIENT,20,52.0
1943-05-17 12:15:00,BOX_7_BOOK_13_UTILITIES_IMG_7069_output_1943-05-17,POWER PLANT,LORIENT,18,46.0
1944-06-28 14:45:00,BOX_7_BOOK_13_UTILITIES_IMG_7152_output_1944-06-28,Switch Transformer Station,Pont A Verdin,2,40.0
1945-04-26 09:30:00,BOX_7_BOOK_13_UTILITIES_IMG_7115_output_1945-04-26,TRANSFORMER STATION,TRAUNSTEIN,29,39.0
1943-07-26 12:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7099_output_1943-07-26,HEUHOFER POWER,HAMBURG,2,37.0
1943-08-25 18:32:00,BOX_7_BOOK_13_UTILITIES_IMG_7071_output_1943-08-25,POWER STATION,ROUEN,20,32.0
1944-09-01 11:39:00,BOX_7_BOOK_13_UTILITIES_IMG_7108_output_1944-09-01,ROTHENSEE UTILITIES,MAGDEBURG,12,30.0
1944-09-28 11:38:00,BOX_7_BOOK_13_UTILITIES_IMG_7108_output_1944-09-28,ROTHENSEE UTILITIES,MAGDEBURG,11,28.0
1944-06-01 12:31:00,BOX_7_BOOK_13_UTILITIES_IMG_7072_output_1944-06-01,Power Station,Tingry,11,21.0
1945-04-11 12:25:00,BOX_7_BOOK_13_UTILITIES_IMG_7059_output_1945-04-11,Dam,Ponte all Isarco,8,20.0
1944-11-06 11:31:00,BOX_7_BOOK_13_UTILITIES_IMG_7061_output_1944-11-06,Transformer Station,Salorno,9,18.0
1944-06-11 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7058_output_1944-06-11,Dam,Latisana,1,12.0
1944-06-25 06:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7153_output_1944-06-25,TRANSFORMER STATION,PONT A VENDIN,8,11.0
1944-12-21 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7053_output_1944-12-21,POWER PLANT,RYBNIK,4,8.75
1943-01-27 11:42:00,BOX_7_BOOK_13_UTILITIES_IMG_7117_output_1943-01-27,POWER PLANT,WILHELMSHAVEN,3,8.0
1944-12-17 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7053_output_1944-12-17,POWER PLANT,RYBNIK,4,8.0
1944-06-24 19:14:00,BOX_7_BOOK_13_UTILITIES_IMG_7153_output_1944-06-24,TRANSFORMER STATION,PONT A VENDIN,12,4.2
1944-06-25 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7073_output_1944-06-25,POWER STATION,CHOCQUES,2,4.0
1944-06-09 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7058_output_1944-06-09,Dam,Latisana,1,3.0
1944-06-25 13:15:00,BOX_7_BOOK_13_UTILITIES_IMG_7152_output_1944-06-25,Switch Transformer Station,Pont A Verdin,2,3.0
1944-08-05 19:40:00,BOX_7_BOOK_13_UTILITIES_IMG_7063_output_1944-08-05,Beuvry Thermal Power,Beuvry,2,2.0
1944-06-26 14:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7152_output_1944-06-26,Switch Transformer Station,Pont A Verdin,2,2.0
