DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1945-03-22 15:40:00,BOX_1_BOOK_5_RUBBER_IMG_0922_output_1945-03-22,,,177,322.0
1943-05-22 15:40:00,BOX_1_BOOK_5_RUBBER_IMG_0922_output_1943-05-22,,,86,8.0
1944-11-10 00:00:00,BOX_1_BOOK_5_RUBBER_IMG_0908_output_1944-11-10,ITALNO PIRELLI PLS,MILAN,2,2.0
