DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1944-08-04 16:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0872_output_1944-08-04,EBANO ASPHALT WORKS,HAMBURG,151,356.5
1944-07-18 10:12:00,BOX_1_BOOK_4_CHEMICAL_IMG_0890_output_1944-07-18,PEENEMUNDE HYDROGEN WORKS,PEENEMUNDE,129,321.5
1941-08-16 11:28:00,BOX_1_BOOK_4_CHEMICAL_IMG_0868_output_1941-08-16,Ober Raderach or Friedrichshafen Chem Number Wks,Friedrichshafen,200,250.75
1943-12-31 12:07:00,BOX_1_BOOK_4_CHEMICAL_IMG_0858_output_1943-12-31,CHEMICAL PLANT,PARIS,110,216.75
1943-07-08 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0857_output_1943-07-08,Chemical Plant,Mazingarbe,34,196.0
1944-11-10 12:52:00,BOX_1_BOOK_4_CHEMICAL_IMG_0896_output_1944-11-10,Halle Chemical Plant,Wiesbaden,201,182.7
1944-08-04 14:49:00,BOX_1_BOOK_4_CHEMICAL_IMG_0889_output_1944-08-04,Chemical Plants,Peenemunde,62,180.0
1945-03-15 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0891_output_1945-03-15,Chemical Works,Plauen,10,178.0
1944-06-20 09:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0872_output_1944-06-20,EBANO ASPHALT WORKS,HAMBURG,25,174.0
1944-06-21 09:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0872_output_1944-06-21,EBANO ASPHALT WORKS,HAMBURG,6,173.0
1944-08-02 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0847_output_1944-08-02,SYN AMMONIA FAC,WILLEBROECK,36,154.0
1944-04-10 08:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0886_output_1944-04-10,,,56,154.0
1943-07-07 07:18:00,BOX_1_BOOK_4_CHEMICAL_IMG_0857_output_1943-07-07,Chemical Plant,Mazingarbe,68,145.0
1944-08-03 11:27:00,BOX_1_BOOK_4_CHEMICAL_IMG_0868_output_1944-08-03,Ober Raderach or Friedrichshafen Chem Number Wks,Friedrichshafen,43,121.2
1944-09-19 14:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0895_output_1944-09-19,Chemical Works,Wiesbaden,39,110.0
1943-07-23 13:17:00,BOX_1_BOOK_4_CHEMICAL_IMG_0849_output_1943-07-23,NITRATE WORKS,HEROYA,38,103.7
1944-04-15 08:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0886_output_1944-04-15,,,47,99.0
1943-11-16 11:45:00,BOX_1_BOOK_4_CHEMICAL_IMG_0850_output_1943-11-16,RJUKAN CHEMICAL WORKS,RJUKAN,39,93.0
1943-11-18 14:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0850_output_1943-11-18,RJUKAN CHEMICAL WORKS,RJUKAN,39,93.0
1943-11-17 16:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0850_output_1943-11-17,RJUKAN CHEMICAL WORKS,RJUKAN,39,93.0
1944-06-20 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0870_output_1944-06-20,ALBRECHT MINERAL WORKS,HAMBURG,53,83.0
1944-08-25 18:31:00,BOX_1_BOOK_4_CHEMICAL_IMG_0854_output_1944-08-25,OXYGEN PLANT & LT ITUBE,HENIN LITTARD,25,72.5
1944-08-26 12:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0844_output_1944-08-26,TILLER CHEM PLANT,LIEGE,24,72.0
1945-04-11 15:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0883_output_1945-04-11,OBER RADERACH CHEM WORKS,LOWENTHAL,220,63.99
1944-04-12 08:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0886_output_1944-04-12,,,21,63.0
1944-08-04 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0868_output_1944-08-04,Ober Raderach or Friedrichshafen Chem Number Wks,Friedrichshafen,15,60.0
1944-08-25 18:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0845_output_1944-08-25,LA CHEM PLANT,LA LOUVIERE,24,60.0
1944-08-25 12:55:00,BOX_1_BOOK_4_CHEMICAL_IMG_0889_output_1944-08-25,Chemical Plants,Peenemunde,22,56.0
1944-04-04 08:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0886_output_1944-04-04,,,22,55.0
1944-06-06 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0860_output_1944-06-06,CHEMICAL PLANT,SETE,68,54.4
1944-08-25 18:17:00,BOX_1_BOOK_4_CHEMICAL_IMG_0847_output_1944-08-25,SYN AMMONIA FAC,WILLEBROECK,18,54.0
1943-07-25 14:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0849_output_1943-07-25,NITRATE WORKS,HEROYA,167,50.25
1945-04-06 15:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0883_output_1945-04-06,OBER RADERACH CHEM WORKS,LOWENTHAL,210,50.0
1944-11-24 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0850_output_1944-11-24,RJUKAN CHEMICAL WORKS,RJUKAN,39,47.0
1945-04-07 15:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0883_output_1945-04-07,OBER RADERACH CHEM WORKS,LOWENTHAL,230,44.0
1944-05-05 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0860_output_1944-05-05,CHEMICAL PLANT,SETE,34,41.0
1944-01-30 11:45:00,BOX_1_BOOK_4_CHEMICAL_IMG_0885_output_1944-01-30,IGFAG Chemical Works,Ludwigshafen,24,39.0
1944-06-06 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0870_output_1944-06-06,ALBRECHT MINERAL WORKS,HAMBURG,15,39.0
1944-08-26 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0846_output_1944-08-26,TERTRE,,13,39.0
1944-08-25 18:28:00,BOX_1_BOOK_4_CHEMICAL_IMG_0844_output_1944-08-25,TILLER CHEM PLANT,LIEGE,12,36.0
1944-09-20 08:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0895_output_1944-09-20,Chemical Works,Wiesbaden,39,36.0
1944-06-21 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0870_output_1944-06-21,ALBRECHT MINERAL WORKS,HAMBURG,34,35.1
1944-09-21 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0895_output_1944-09-21,Chemical Works,Wiesbaden,39,30.0
1944-08-25 18:49:00,BOX_1_BOOK_4_CHEMICAL_IMG_0846_output_1944-08-25,TERTRE,,8,28.8
1944-10-10 14:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0846_output_1944-10-10,TERTRE,,13,24.0
1944-08-27 10:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0846_output_1944-08-27,TERTRE,,13,22.5
1944-04-14 08:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0886_output_1944-04-14,,,6,18.0
1944-08-08 09:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0846_output_1944-08-08,TERTRE,,5,15.0
1944-08-26 09:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0855_output_1944-08-26,COKING HENIN PLANT,HENIN LITTARD,5,15.0
1944-08-25 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0855_output_1944-08-25,COKING HENIN PLANT,HENIN LITTARD,5,15.0
1944-07-05 18:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0855_output_1944-07-05,COKING HENIN PLANT,HENIN LITTARD,5,15.0
1943-12-10 18:40:00,BOX_1_BOOK_4_CHEMICAL_IMG_0881_output_1943-12-10,,LEVERKUSEN,14,14.0
1943-06-21 09:42:00,BOX_1_BOOK_4_CHEMICAL_IMG_0877_output_1943-06-21,Buna Chemical Company,Huls,14,13.5
1943-06-22 09:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0877_output_1943-06-22,Buna Chemical Company,Huls,5,13.0
1941-08-25 18:41:00,BOX_1_BOOK_4_CHEMICAL_IMG_0854_output_1941-08-25,OXYGEN PLANT & LT ITUBE,HENIN LITTARD,25,11.25
1943-06-22 09:40:00,BOX_1_BOOK_4_CHEMICAL_IMG_0876_output_1943-06-22,Chemical Works,Huls,4,10.0
1945-04-09 15:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0883_output_1945-04-09,OBER RADERACH CHEM WORKS,LOWENTHAL,205,10.0
1945-04-10 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0883_output_1945-04-10,OBER RADERACH CHEM WORKS,LOWENTHAL,213,10.0
1944-08-26 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0847_output_1944-08-26,SYN AMMONIA FAC,WILLEBROECK,18,9.0
1945-04-08 18:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0883_output_1945-04-08,OBER RADERACH CHEM WORKS,LOWENTHAL,215,9.0
1943-06-24 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0876_output_1943-06-24,Chemical Works,Huls,6,9.0
1944-08-23 18:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0872_output_1944-08-23,EBANO ASPHALT WORKS,HAMBURG,6,9.0
1944-08-22 14:56:00,BOX_1_BOOK_4_CHEMICAL_IMG_0872_output_1944-08-22,EBANO ASPHALT WORKS,HAMBURG,18,9.0
1943-06-25 09:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0876_output_1943-06-25,Chemical Works,Huls,6,7.5
1944-04-13 08:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0886_output_1944-04-13,,,9,6.0
1943-10-20 15:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0896_output_1943-10-20,Halle Chemical Plant,Wiesbaden,3,6.0
1943-06-07 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0876_output_1943-06-07,Chemical Works,Huls,3,6.0
1944-09-04 12:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0895_output_1944-09-04,Chemical Works,Wiesbaden,4,5.0
1943-06-23 09:40:00,BOX_1_BOOK_4_CHEMICAL_IMG_0876_output_1943-06-23,Chemical Works,Huls,2,3.0
1944-10-14 08:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0863_output_1944-10-14,CHEMICAL PLANT GROUP,BITTERFELD,2,2.0
1945-01-07 15:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0873_output_1945-01-07,CONTINENTAL GUMMIWERKE,HANNOVER NORDHAFEN,2,1.3
