DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1943-07-24 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7150_output_1943-07-24,POWER STATION,LEGHORN,132,288.2,278.0,96.46079111727968,10.2,3.5392088827203327
1943-04-16 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7048_output_1943-04-16,Electric Power Station,Haarlem,12,129.6,5.6,4.320987654320987,124.0,95.67901234567901
1943-07-16 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7060_output_1943-07-16,REGGIO SWITCHIN TRANSFORMER,REGGIO,29,88.52,86.0,97.15318572074108,2.52,2.8468142792589246
1945-08-15 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7137_output_1945-08-15,ALMN ELCT RDCTN L PWRKE,LUNEN,36,43.0,41.0,95.34883720930233,2.0,4.651162790697675
1941-10-03 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7147_output_1941-10-03,Slykens Power Station,Slykens,24,42.0,42.0,100.0,0.0,0.0
1941-09-24 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-09-24,BEWAG THERMAL POWER STATION,BERLIN,57,34.318000000000005,34.2,99.65615711871321,0.118,0.34384288128678825
1941-07-08 01:25:00,BOX_7_BOOK_13_UTILITIES_IMG_7087_output_1941-07-08,Thermal and Power,Bielefeld,52,27.0,22.0,81.48148148148148,5.0,18.51851851851852
1943-03-30 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7044_output_1943-03-30,OSTEND SLYKENS THERMAL POWER STATION,OSTEND SLYKENS,3,23.0,20.0,86.95652173913044,3.0,13.043478260869565
1941-11-15 08:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7098_output_1941-11-15,Transformer Station of B,Hamburg Harburg,31,19.04,18.0,94.53781512605043,1.04,5.462184873949581
1941-09-23 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7079_output_1941-09-23,Danziger Strasse Gas Wks,Berlin,21,18.0,14.0,77.77777777777779,4.0,22.22222222222222
1942-02-15 00:01:00,BOX_7_BOOK_13_UTILITIES_IMG_7095_output_1942-02-15,POWER GAS STATION,DUISBURG,44,17.96,16.6,92.42761692650335,1.3599999999999999,7.572383073496658
1941-02-22 06:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7135_output_1941-02-22,RWE Thermal Power Station,Knapsack near Cologne,29,16.0,15.0,93.75,1.0,6.25
1941-09-25 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-09-25,BEWAG THERMAL POWER STATION,BERLIN,26,15.096,14.9,98.70164281928989,0.196,1.2983571807101217
1941-08-16 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7089_output_1941-08-16,THERMAL POWER STATION,BOHLEN,22,14.875,12.875,86.5546218487395,2.0,13.445378151260504
1941-07-05 01:20:00,BOX_7_BOOK_13_UTILITIES_IMG_7087_output_1941-07-05,Thermal and Power,Bielefeld,29,14.0,6.0,42.857142857142854,8.0,57.14285714285714
1941-10-07 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7077_output_1941-10-07,BEWAG THERMAL POWER STATION,BERLIN,22,13.0,12.0,92.3076923076923,1.0,7.6923076923076925
1941-08-29 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7076_output_1941-08-29,BEWAG THERMAL POWER STATION,BERLIN,26,12.56,11.0,87.5796178343949,1.56,12.420382165605096
1944-03-30 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7044_output_1944-03-30,OSTEND SLYKENS THERMAL POWER STATION,OSTEND SLYKENS,2,12.55,0.55,4.382470119521913,12.0,95.61752988047807
1942-05-05 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7045_output_1942-05-05,Power Station,Zeebrugge,12,11.03,11.0,99.72801450589303,0.03,0.271985494106981
1941-02-14 23:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7095_output_1941-02-14,POWER GAS STATION,DUISBURG,3,10.855,10.375,95.57807461999079,0.48,4.4219253800092115
1941-12-15 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7080_output_1941-12-15,Electric Power Station,Berlin,16,10.72,10.0,93.28358208955223,0.72,6.7164179104477615
1941-08-17 00:00:00,BOX_7_BOOK_13_UTILITIES_IMG_7089_output_1941-08-17,THERMAL POWER STATION,BOHLEN,2,10.569999999999999,10.45,98.86471144749291,0.12,1.1352885525070957
