DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1944-05-09 02:01:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7001_output_1944-05-09,BEARING MANF PLANT,ANNECY,587,108.0
1942-04-04 08:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7024_output_1942-04-04,Stuttgart Ball Bearing Works,Stuttgart,32,24.5
1942-04-02 08:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7024_output_1942-04-02,Stuttgart Ball Bearing Works,Stuttgart,12,24.0
1941-07-21 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7002_output_1941-07-21,ACCUMULATOR FACTORY,LILLE,6,17.0
1942-05-04 01:07:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7025_output_1942-05-04,ELECT QUPT FACT BOSCH,STUTTGART,60,16.6
1945-04-10 16:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7011_output_1945-04-10,BALL BEARING WORKS,BAYREUTH,15,11.75
1944-01-30 19:30:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7029_output_1944-01-30,BALL BEARING WKS JAEGER,ELBERFELD,9,9.0
1943-05-27 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7030_output_1943-05-27,Schott Glass Fac,Jena,6,6.0
1943-08-24 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-08-24,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",6,4.5
1943-09-29 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-09-29,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",5,4.0
1944-02-07 23:14:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7029_output_1944-02-07,BALL BEARING WKS JAEGER,ELBERFELD,2,4.0
1945-04-11 09:30:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7011_output_1945-04-11,BALL BEARING WORKS,BAYREUTH,5,4.0
1944-02-02 19:32:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7029_output_1944-02-02,BALL BEARING WKS JAEGER,ELBERFELD,4,4.0
1941-10-08 14:30:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7019_output_1941-10-08,ELECT EQUPT FACT,NURNBERG,4,4.0
1944-02-12 20:16:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7029_output_1944-02-12,BALL BEARING WKS JAEGER,ELBERFELD,4,3.0
1944-02-08 03:29:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7029_output_1944-02-08,BALL BEARING WKS JAEGER,ELBERFELD,3,3.0
1943-09-24 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-09-24,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",4,3.0
1942-05-05 06:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7025_output_1942-05-05,ELECT QUPT FACT BOSCH,STUTTGART,31,3.0
1941-11-05 13:50:00,BOX_6_BOOK_12_MANUFACTURING_IMG_6996_output_1941-11-05,BEARING MFG PLANT,TURIN,1,3.0
1943-05-17 13:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7016_output_1943-05-17,CARL ZEISS OPT WKS,JENA,3,3.0
1942-04-03 08:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7024_output_1942-04-03,Stuttgart Ball Bearing Works,Stuttgart,12,3.0
1944-02-11 03:29:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7029_output_1944-02-11,BALL BEARING WKS JAEGER,ELBERFELD,3,2.75
1941-10-20 13:50:00,BOX_6_BOOK_12_MANUFACTURING_IMG_6996_output_1941-10-20,BEARING MFG PLANT,TURIN,2,2.0
1943-10-23 19:39:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7013_output_1943-10-23,FINE STEEL CASTING WKS,DUSSELDORF,3,2.0
1943-10-21 19:39:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7013_output_1943-10-21,FINE STEEL CASTING WKS,DUSSELDORF,3,2.0
1943-10-21 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-10-21,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",2,2.0
1943-10-20 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-10-20,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",2,1.8
1943-10-02 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-10-02,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",11,1.5
1943-10-24 19:39:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7013_output_1943-10-24,FINE STEEL CASTING WKS,DUSSELDORF,1,1.0
1944-02-04 19:24:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7029_output_1944-02-04,BALL BEARING WKS JAEGER,ELBERFELD,1,1.0
1943-10-25 19:39:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7013_output_1943-10-25,FINE STEEL CASTING WKS,DUSSELDORF,1,1.0
1942-05-06 14:30:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7025_output_1942-05-06,ELECT QUPT FACT BOSCH,STUTTGART,1,0.6
1943-10-29 00:00:00,BOX_6_BOOK_12_MANUFACTURING_IMG_7008_output_1943-10-29,Elec Eng Wrks Siemens,"Berlin, Siemenstadt",1,0.55
