DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1943-06-22 09:40:00,BOX_1_BOOK_5_RUBBER_IMG_0921_output_1943-06-22,Rubber Plant,Huls,76,186.0
1943-07-07 12:00:00,BOX_1_BOOK_5_RUBBER_IMG_0919_output_1943-07-07,,HANOVER,45,128.5
1943-06-22 09:39:00,BOX_1_BOOK_5_RUBBER_IMG_0922_output_1943-06-22,,,47,115.0
1943-06-22 09:40:00,BOX_1_BOOK_5_RUBBER_IMG_0920_output_1943-06-22,Rubber Plant,Huls,34,99.0
1944-09-10 13:28:00,BOX_1_BOOK_5_RUBBER_IMG_0914_output_1944-09-10,RUBBER TIRE FACTORY,FULDA,83,88.0
1944-09-11 13:19:00,BOX_1_BOOK_5_RUBBER_IMG_0914_output_1944-09-11,RUBBER TIRE FACTORY,FULDA,82,80.0
1944-09-12 13:20:00,BOX_1_BOOK_5_RUBBER_IMG_0914_output_1944-09-12,RUBBER TIRE FACTORY,FULDA,21,52.0
1943-07-26 12:04:00,BOX_1_BOOK_5_RUBBER_IMG_0917_output_1943-07-26,RUBBER FACTORY,HANOVER,12,30.0
1944-09-14 06:30:00,BOX_1_BOOK_5_RUBBER_IMG_0914_output_1944-09-14,RUBBER TIRE FACTORY,FULDA,59,30.0
1943-09-16 01:08:00,BOX_1_BOOK_5_RUBBER_IMG_0912_output_1943-09-16,TIRE FACTORY,MODANE,15,27.0
1943-05-22 09:40:00,BOX_1_BOOK_5_RUBBER_IMG_0922_output_1943-05-22,,,10,18.0
1943-07-18 13:00:00,BOX_1_BOOK_5_RUBBER_IMG_0917_output_1943-07-18,RUBBER FACTORY,HANOVER,11,15.0
1943-09-22 21:43:00,BOX_1_BOOK_5_RUBBER_IMG_0917_output_1943-09-22,RUBBER FACTORY,HANOVER,5,15.0
1943-07-17 10:15:00,BOX_1_BOOK_5_RUBBER_IMG_0917_output_1943-07-17,RUBBER FACTORY,HANOVER,5,15.0
1943-07-09 10:15:00,BOX_1_BOOK_5_RUBBER_IMG_0917_output_1943-07-09,RUBBER FACTORY,HANOVER,6,15.0
1943-09-23 08:00:00,BOX_1_BOOK_5_RUBBER_IMG_0917_output_1943-09-23,RUBBER FACTORY,HANOVER,5,15.0
1943-07-17 10:16:00,BOX_1_BOOK_5_RUBBER_IMG_0918_output_1943-07-17,C GAG TIRE GROUP OR PLANT,HANOVER,5,13.0
1943-07-19 10:16:00,BOX_1_BOOK_5_RUBBER_IMG_0918_output_1943-07-19,C GAG TIRE GROUP OR PLANT,HANOVER,5,13.0
1943-07-21 10:45:00,BOX_1_BOOK_5_RUBBER_IMG_0918_output_1943-07-21,C GAG TIRE GROUP OR PLANT,HANOVER,15,12.0
1943-07-04 10:16:00,BOX_1_BOOK_5_RUBBER_IMG_0918_output_1943-07-04,C GAG TIRE GROUP OR PLANT,HANOVER,4,10.0
1943-06-21 09:42:00,BOX_1_BOOK_5_RUBBER_IMG_0920_output_1943-06-21,Rubber Plant,Huls,4,10.0
1943-09-22 13:00:00,BOX_1_BOOK_5_RUBBER_IMG_0912_output_1943-09-22,TIRE FACTORY,MODANE,5,9.0
1943-07-20 10:30:00,BOX_1_BOOK_5_RUBBER_IMG_0918_output_1943-07-20,C GAG TIRE GROUP OR PLANT,HANOVER,15,9.0
1943-07-18 10:16:00,BOX_1_BOOK_5_RUBBER_IMG_0918_output_1943-07-18,C GAG TIRE GROUP OR PLANT,HANOVER,1,3.0
1943-07-08 18:00:00,BOX_1_BOOK_5_RUBBER_IMG_0917_output_1943-07-08,RUBBER FACTORY,HANOVER,10,3.0
