DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1944-10-05 11:51:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4262_output_1944-10-05,LODDENHEI DE AD,MUNSTERDORF,211,667.25,507.75,76.09591607343575,159.5,23.904083926564258
1944-05-24 09:09:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4025_output_1944-05-24,PARIS ORLY AD,,204,564.2,525.2,93.08755760368663,39.0,6.912442396313363
1944-05-23 09:42:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4020_output_1944-05-23,Bricy AD,Orleans,184,541.85,475.85,87.81950724370213,66.0,12.180492756297868
1944-05-13 14:45:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4341_output_1944-05-13,Airdrome,Tutow,244,530.0,416.0,78.49056603773586,114.0,21.50943396226415
1944-08-18 06:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4086_output_1944-08-18,Airdrome,Woippy,119,523.55,450.0,85.95167605768313,73.55,14.048323942316877
1944-10-06 12:49:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4325_output_1944-10-06,Airdrome,Stargard,198,496.0,436.0,87.90322580645162,60.0,12.096774193548388
1944-09-05 11:53:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4334_output_1944-09-05,Echterdingen A D,Stuttgart,176,475.75,357.25,75.09196006305832,118.5,24.90803993694167
1944-05-24 09:13:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4003_output_1944-05-24,Airdrome,Melun,168,469.0,435.0,92.75053304904051,34.0,7.249466950959488
1944-05-30 10:57:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4309_output_1944-05-30,AIRDROME,ROTENBURG,147,453.0,361.0,79.69094922737307,92.0,20.309050772626932
1945-04-04 10:40:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4176_output_1945-04-04,AIRDROME,FASSBERG,327,439.5,297.0,67.57679180887372,142.5,32.42320819112628
1945-03-24 09:05:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4352_output_1945-03-24,AIRDROME,VORDEN,173,432.5,334.75,77.39884393063583,97.75,22.601156069364162
1945-04-09 17:03:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4259_output_1945-04-09,REIM AD,MUNICH,210,420.0,356.0,84.76190476190476,64.0,15.238095238095239
