DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1943-02-03 06:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0880_output_1943-02-03,,LEVERKUSEN,2197,1435.56,1037.4,72.26448215330603,398.15999999999997,27.735517846693973
1945-01-02 18:40:00,BOX_1_BOOK_4_CHEMICAL_IMG_0887_output_1945-01-02,CHEMICAL W KS,MANNHEIM,1828,1362.06,1130.0,82.96257139920415,232.06,17.037428600795852
1944-08-15 14:34:00,BOX_1_BOOK_4_CHEMICAL_IMG_0887_output_1944-08-15,CHEMICAL W KS,MANNHEIM,320,918.0,618.0,67.3202614379085,300.0,32.6797385620915
1944-10-26 15:27:00,BOX_1_BOOK_4_CHEMICAL_IMG_0882_output_1944-10-26,,,1608,473.266,439.6,92.88645286160427,33.666,7.1135471383957425
1941-12-15 18:24:00,BOX_1_BOOK_4_CHEMICAL_IMG_0887_output_1941-12-15,CHEMICAL W KS,MANNHEIM,638,425.14,425.0,99.96706967116715,0.14,0.032930328832855064
1943-10-04 21:19:00,BOX_1_BOOK_4_CHEMICAL_IMG_0885_output_1943-10-04,IGFAG Chemical Works,Ludwigshafen,30,258.2,142.0,54.996127033307516,116.2,45.00387296669249
1945-03-09 10:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0874_output_1945-03-09,BENZOL PLANT,HATTINGEN NR BOCHUM,87,200.0,200.0,100.0,0.0,0.0
1941-08-10 00:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0902_output_1941-08-10,Chem Wks A G Stickstoffd,Knapsack Nr Cologne,2,110.24,110.0,99.7822931785196,0.24,0.21770682148040638
1945-01-05 18:00:00,BOX_1_BOOK_4_CHEMICAL_IMG_0864_output_1945-01-05,BENZOL PLANT,CASTROP RAUXEL,14,80.75,80.0,99.07120743034056,0.75,0.9287925696594427
1941-05-09 15:30:00,BOX_1_BOOK_4_CHEMICAL_IMG_0884_output_1941-05-09,Chemical Plant,Ludwigshafen,170,78.44,58.0,73.94186639469659,20.44,26.058133605303418
