DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,total_area_tons,HIGH EXPLOSIVE BOMBS TONS,he_percentage,INCENDIARY BOMBS TONS,inc_percentage
1944-08-18 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3568_output_1944-08-18,ALUMINUM WORKS,RHEINFELDEN,24,36.0,30.0,83.33333333333334,6.0,16.666666666666664
1943-08-09 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3562_output_1943-08-09,AL MN M IND AG MARTINSWERK,COLOGNE,18,34.36,32.0,93.13154831199068,2.3600000000000003,6.868451688009314
1945-10-20 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3564_output_1945-10-20,VEREINIGTE ALUMNM WRKE,GREVENBROICH,26,23.0,21.0,91.30434782608695,2.0,8.695652173913043
1943-08-09 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3566_output_1943-08-09,ALUMN WKS OF GEBR GIUINI,LUDWIGSHAVEN,18,16.0,14.0,87.5,2.0,12.5
1945-10-09 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3564_output_1945-10-09,VEREINIGTE ALUMNM WRKE,GREVENBROICH,14,12.0,11.0,91.66666666666666,1.0,8.333333333333332
1945-06-19 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3564_output_1945-06-19,VEREINIGTE ALUMNM WRKE,GREVENBROICH,18,11.432,11.0,96.22113365990202,0.432,3.77886634009797
1943-10-20 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3562_output_1943-10-20,AL MN M IND AG MARTINSWERK,COLOGNE,8,10.0,8.0,80.0,2.0,20.0
1945-09-22 12:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3565_output_1945-09-22,ALUMINUM PLANT,LAUTA,10,8.125,6.125,75.38461538461539,2.0,24.615384615384617
1945-10-22 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3564_output_1945-10-22,VEREINIGTE ALUMNM WRKE,GREVENBROICH,14,7.045,6.125,86.94109297374024,0.92,13.058907026259758
1943-09-29 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3561_output_1943-09-29,Alumnm Wrk of Alumnmwerk,Bitterfeld,8,6.36,6.0,94.33962264150942,0.36,5.660377358490566
1945-08-13 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3564_output_1945-08-13,VEREINIGTE ALUMNM WRKE,GREVENBROICH,5,6.0,5.0,83.33333333333334,1.0,16.666666666666664
1943-10-12 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3561_output_1943-10-12,Alumnm Wrk of Alumnmwerk,Bitterfeld,9,5.720000000000001,3.6,62.937062937062926,2.12,37.06293706293706
1943-09-01 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3561_output_1943-09-01,Alumnm Wrk of Alumnmwerk,Bitterfeld,12,5.72,4.0,69.93006993006993,1.72,30.069930069930074
1945-06-26 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3564_output_1945-06-26,VEREINIGTE ALUMNM WRKE,GREVENBROICH,1,0.72,0.6,83.33333333333334,0.12,16.666666666666664
1943-07-30 00:00:00,BOX_4_BOOK_9_LIGHTMETALS_IMG_3562_output_1943-07-30,AL MN M IND AG MARTINSWERK,COLOGNE,1,0.42,0.3,71.42857142857143,0.12,28.57142857142857
