DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1944-07-22 19:56:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4053_output_1944-07-22,AIRDROME,ST CYR,336,828.0
1944-05-27 01:29:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4036_output_1944-05-27,RENNES AIRDROME,,178,809.0
1944-12-21 14:38:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4145_output_1944-12-21,AERODROME,DUSSELDORF,164,702.0
1944-08-17 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4398_output_1944-08-17,TIRLEMONT AIRDROME,,115,634.0
1944-08-15 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4599_output_1944-08-15,,,333,631.0
1944-12-24 14:22:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4158_output_1944-12-24,AIRDROME,ESSEN,415,597.0
1944-08-15 14:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3745_output_1944-08-15,AIRDROME,GILZE RIJEN,214,569.0
1944-08-14 09:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3677_output_1944-08-14,AIRDROME,ST TROND,109,525.0
1944-09-29 16:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3726_output_1944-09-29,Bergen Air Field,Bergen,31,503.0
1944-05-07 14:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4016_output_1944-05-07,Nantes Chateau Bougon A D,Nantes,177,498.0
1945-04-23 12:23:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4206_output_1945-04-23,Dune Airdrome,Heligoland,120,489.0
1944-09-01 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3776_output_1944-09-01,,,160,485.0
1944-08-15 09:20:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3667_output_1944-08-15,AIRDROME,LE CULOT,15,468.0
1944-09-02 13:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3745_output_1944-09-02,AIRDROME,GILZE RIJEN,110,460.0
1944-06-02 03:15:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3967_output_1944-06-02,LANDING GROUND,FLERS,97,427.0
1944-09-16 17:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3778_output_1944-09-16,Volkel Airdrome,Volkel,110,416.5
1944-08-01 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4398_output_1944-08-01,TIRLEMONT AIRDROME,,115,404.0
1944-08-16 14:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3726_output_1944-08-16,Bergen Air Field,Bergen,8,398.0
1944-09-28 15:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3734_output_1944-09-28,,,12,390.0
1941-02-05 06:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4061_output_1941-02-05,FT ROUGE,ST OMER,18,379.0
1944-05-08 23:55:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3903_output_1944-05-08,LANVÉOC PAULMIC A F,BREST,116,341.75
1944-09-19 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4599_output_1944-09-19,,,111,339.0
1942-04-30 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4442_output_1942-04-30,Airdrome,Morlaix,12,324.0
1944-08-15 09:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3734_output_1944-08-15,,,114,301.0
1944-05-09 17:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4036_output_1944-05-09,RENNES AIRDROME,,51,298.0
1944-05-29 09:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4036_output_1944-05-29,RENNES AIRDROME,,150,286.0
1944-07-08 10:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4072_output_1944-07-08,Parcay AF,Tours,19,284.0
1944-05-07 06:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4072_output_1944-05-07,Parcay AF,Tours,152,283.55
1945-11-16 08:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3758_output_1945-11-16,AIRDROME,LEEUWARDEN,51,278.0
1944-08-15 12:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3778_output_1944-08-15,Volkel Airdrome,Volkel,324,263.5
1944-09-16 12:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3766_output_1944-09-16,HAVELTE A F,STEENWIJK,50,249.0
1944-08-16 10:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4212_output_1944-08-16,AIRDROME,HOPSTEN,51,247.0
1944-08-15 09:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3726_output_1944-08-15,Bergen Air Field,Bergen,1,214.0
1944-09-27 09:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3734_output_1944-09-27,,,10,210.0
1944-05-07 14:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4036_output_1944-05-07,RENNES AIRDROME,,15,209.0
1943-11-07 14:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4008_output_1943-11-07,AIRDROME,MEULAN LES MUREAUX,2,200.0
1942-04-22 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4604_output_1942-04-22,Airdrome,Valkenburg,1,200.0
1944-08-16 17:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3734_output_1944-08-16,,,114,199.0
1945-03-21 09:42:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4366_output_1945-03-21,Ardorf Airdrome,Wittmundhafen,136,186.0
1944-08-09 09:15:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3667_output_1944-08-09,AIRDROME,LE CULOT,14,181.0
1944-09-01 06:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3745_output_1944-09-01,AIRDROME,GILZE RIJEN,105,175.0
1944-09-04 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3776_output_1944-09-04,,,195,169.0
1944-09-18 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4599_output_1944-09-18,,,112,167.2
1944-08-15 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4398_output_1944-08-15,TIRLEMONT AIRDROME,,115,152.0
1941-07-15 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4452_output_1941-07-15,Aerodrome,St Inglevert,3,150.375
1944-08-17 09:35:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3667_output_1944-08-17,AIRDROME,LE CULOT,16,150.0
1944-12-25 14:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4145_output_1944-12-25,AERODROME,DUSSELDORF,164,147.25
1944-12-24 14:38:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4145_output_1944-12-24,AERODROME,DUSSELDORF,164,147.0
1944-09-03 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3779_output_1944-09-03,Volkel Airdrome,Volkel,150,138.0
1945-04-24 12:23:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4206_output_1945-04-24,Dune Airdrome,Heligoland,120,138.0
1941-11-05 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4396_output_1941-11-05,AIRDROME,ST DENIS WESTRIM,3,133.3
1943-11-15 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4039_output_1943-11-15,AIRDROME,RHEIMS,1,132.0
1944-08-16 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4398_output_1944-08-16,TIRLEMONT AIRDROME,,115,130.5
1945-03-24 09:33:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4348_output_1945-03-24,Air Field,Varrel,1,130.0
1944-09-03 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3776_output_1944-09-03,,,110,125.0
1944-09-02 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3776_output_1944-09-02,,,75,116.0
1944-09-20 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4599_output_1944-09-20,,,111,113.0
1945-04-08 11:31:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3859_output_1945-04-08,Airdrome,Udine,52,112.4
1944-08-17 15:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3734_output_1944-08-17,,,114,109.0
1941-11-08 08:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3884_output_1941-11-08,Tille Airdrome,Beauvais,2,107.625
1944-08-16 09:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3667_output_1944-08-16,AIRDROME,LE CULOT,16,104.0
1944-08-14 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3678_output_1944-08-14,,,209,103.25
1941-08-21 06:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3674_output_1941-08-21,Airdrome,Ostende,3,103.0
1941-11-05 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3992_output_1941-11-05,NORD AIRDROME,LILLE,3,103.0
1941-11-15 15:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3674_output_1941-11-15,Airdrome,Ostende,2,102.0
1945-03-26 09:34:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4348_output_1945-03-26,Air Field,Varrel,30,102.0
1942-04-05 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4598_output_1942-04-05,Airdrome,Soesterberg,2,102.0
1944-07-17 06:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4157_output_1944-07-17,ESCHWEGE AERODROME,,4,101.8
1941-08-22 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3866_output_1941-08-22,AIRDROME,ABBEVILLE,3,101.75
1941-01-11 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3908_output_1941-01-11,AIRDROME,CAEN,2,101.625
1941-07-30 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3754_output_1941-07-30,AIRDROME,LEEUWARDEN,2,101.5
1941-08-26 06:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3888_output_1941-08-26,Airdrome,Berck sur Mer,2,101.5
