DATETIME,mission_id,target_name,target_location,NUMBER OF AIRCRAFT BOMBING,TOTAL TONS
1941-08-22 10:15:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3899_output_1941-08-22,Air Depot,Bourges,2,101.5
1944-08-28 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3901_output_1944-08-28,AERODROME,BREST,2,101.5
1941-07-30 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3908_output_1941-07-30,AIRDROME,CAEN,2,101.5
1941-08-26 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3980_output_1941-08-26,,Lannion Airdrome,2,101.5
1941-11-14 15:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3995_output_1941-11-14,Vendeville AD,Lille,2,101.5
1941-11-15 15:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4034_output_1941-11-15,PO IX NAME,AIRDROME,2,101.5
1941-08-26 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4422_output_1941-08-26,Aerodrome,Deauville,2,101.5
1941-03-20 15:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4023_output_1941-03-20,PARIS LE BOURGET AIRDROME,,2,100.9
1944-01-08 19:52:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3667_output_1944-01-08,AIRDROME,LE CULOT,2,100.75
1941-12-08 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4060_output_1941-12-08,FT ROUGE,ST OMER,2,100.25
1944-11-29 19:50:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3667_output_1944-11-29,AIRDROME,LE CULOT,1,100.0
1942-11-29 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3676_output_1942-11-29,AIRDROME,ST TROND,1,100.0
1942-04-17 15:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3719_output_1942-04-17,,,1,100.0
1941-07-31 11:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3868_output_1941-07-31,AIRDROME,ABBEVILLE,1,100.0
1941-08-21 13:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3876_output_1941-08-21,Airdrome,Angers,1,100.0
1941-02-27 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3908_output_1941-02-27,AIRDROME,CAEN,1,100.0
1941-11-15 08:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_4011_output_1941-11-15,Airdrome,Montdidier,1,100.0
1944-09-24 02:45:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4303_output_1944-09-24,AIRDROME,RHEINE,48,100.0
1941-08-19 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4567_output_1941-08-19,HAAMSTEDE AIRDROME,HAAMSTEDE,1,100.0
1944-09-03 17:30:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3745_output_1944-09-03,AIRDROME,GILZE RIJEN,115,99.0
1944-09-29 06:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3734_output_1944-09-29,,,25,98.0
1944-09-25 14:48:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4303_output_1944-09-25,AIRDROME,RHEINE,24,86.25
1944-04-17 12:06:00,BOX_4_BOOK_10_AIRFIELDS__PART_1_IMG_3804_output_1944-04-17,Zemun AD,Belgrade,26,78.0
1945-04-19 22:41:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4367_output_1945-04-19,AIRDROME,WITTSTOCK,84,74.0
1945-04-24 00:27:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4314_output_1945-04-24,Airdrome,Schleissheim,69,72.6
1941-09-02 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4550_output_1941-09-02,UNIDENTIFIED AIRDROME,BREDA,2,66.25
1945-03-25 09:38:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4348_output_1945-03-25,Air Field,Varrel,29,66.0
1942-06-15 00:00:00,BOX_4_BOOK_10_AIRFIELDS__PART_2_IMG_4118_output_1942-06-15,AERODROME,BRAMSCHE,3,60.94
