target_location,target_name,BOOK,TOTAL_TONS,INCENDIARY_PERCENT,TARGET_SCORE,TONNAGE_SCORE,INCENDIARY_SCORE,AREA_BOMBING_SCORE,AREA_BOMBING_SCORE_NORMALIZED,CATEGORY
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,4.12,2.912621359223301,0,4.396321360402568,2.4502373086743896,2.1,2.2,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,1.0,0.0,0,1.2540343571056742,0.0,0.4,0.4,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,2.12,5.660377358490566,0,3.0628145063335066,3.1459816256447395,1.9,2.0,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,1.3199999999999998,54.545454545454554,0,1.9767482214124588,6.726592976888324,2.6,2.7,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,1.72,41.860465116279066,0,2.212909942738157,5.743893179760942,2.4,2.5,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,8.0,12.5,0,5.11677945514489,3.622744359782434,2.6,2.7,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,56.650000000000006,1.147396293027361,0,7.540170050321013,0.9652450003868808,2.6,2.7,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,64.45,0.6982156710628393,0,7.76887038001041,0.5873726364471578,2.5,2.6,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,6.0,16.666666666666664,0,4.813291688356759,3.9131860254065463,2.6,2.7,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,2.0,100.0,0,2.6979003990976924,10.0,3.8,3.9,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,646.0,0.0,0,9.862051015096304,0.0,3.0,3.1,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,598.0,0.0,0,9.837584591358668,0.0,3.0,3.1,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,253.25,1.5794669299111548,0,9.440916189484645,1.32872362115676,3.2,3.3,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,2.4,0.0,0,3.2375498872115216,0.0,1.0,1.0,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,37.5,0.0,0,6.965989935797328,0.0,2.1,2.2,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,2.4,0.0,0,3.2375498872115216,0.0,1.0,1.0,TRANSPORTATION
AACHEN,RAILROAD CENTER,BOOK_11_TRANSPORTATION__PART_3,15.0,0.0,0,5.71889640812077,0.0,1.7,1.8,TRANSPORTATION
AACHEN,TOWN GAS WORKS,BOOK_13_UTILITIES,1.48,32.432432432432435,0,2.0461565157036263,5.013508195409511,2.1,2.2,UTILITIES
AACHEN,TOWN GAS WORKS,BOOK_13_UTILITIES,1.0,0.0,0,1.2540343571056742,0.0,0.4,0.4,UTILITIES
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,33.0,0.0,1,6.722019781363873,0.0,6.0,6.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,5.24,4.580152671755725,1,4.672392850945688,3.070683483901487,6.3,6.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.3,0.0,1,0.2274856845393024,0.0,4.1,4.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.24,19.35483870967742,1,1.8655214298108624,4.100567745164039,5.8,6.0,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.12,10.714285714285712,1,1.7273989241714385,3.4982693602292425,5.6,5.8,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.72,41.860465116279066,1,2.212909942738157,5.743893179760942,6.4,6.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.8,0.0,1,2.289259066458442,0.0,4.7,4.8,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,73.0,98.63013698630137,1,8.0149227832726,8.934652239615978,9.1,9.4,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,8.65,80.92485549132947,1,5.189658164150615,8.090041879970471,8.0,8.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.6,0.0,1,3.3309040430331427,0.0,5.0,5.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.6,0.0,1,0.5375672392850945,0.0,4.2,4.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,186.0,91.39784946236558,1,9.202151657123029,8.58964417135195,9.3,9.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,100.0,1,2.6979003990976924,10.0,7.8,8.0,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,100.0,1,2.6979003990976924,10.0,7.8,8.0,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.02,23.841059602649008,1,3.9805656775984737,4.413284257607005,6.5,6.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,100.0,1,1.2540343571056742,10.0,7.4,7.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.08,11.76470588235294,1,4.390942217595002,3.571489948201708,6.4,6.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.72,46.236559139784944,1,4.1148707270518825,6.082906998662413,7.1,7.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.24,10.714285714285712,1,3.1360402568106887,3.4982693602292425,6.0,6.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.25,0.0,1,1.918098212736422,0.0,4.6,4.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.32,24.24242424242424,1,1.9805656775984732,4.441261781086752,5.9,6.1,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,5.0,32.0,1,4.5779975707097,4.982011354903281,6.9,7.1,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,16.31,13.24340895156346,1,5.798715946555614,3.6745644239741058,6.8,7.0,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.24,44.44444444444444,1,4.023078257851813,5.944072768064668,7.0,7.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.3,0.0,1,0.2274856845393024,0.0,4.1,4.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,6.64,51.80722891566265,1,4.946035051188617,6.51446400461685,7.4,7.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.85,0.0,1,4.4936664931459305,0.0,5.3,5.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,5.1,0.0,1,4.661461044594829,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.9399999999999995,48.9795918367347,1,3.4020475446815897,6.295408372026309,6.9,7.1,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,13.0,0.0,1,5.60975186534791,0.0,5.7,5.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,113.25,33.554083885209714,1,8.741974665972585,5.100401973385919,8.2,8.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.72,15.254237288135592,1,4.477529064723234,3.814731223500067,6.5,6.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.3199999999999998,54.545454545454554,1,1.9767482214124588,6.726592976888324,6.6,6.8,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.55,0.0,1,3.318237029325004,0.0,5.0,5.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,8.78,39.63553530751709,1,5.1938226618080865,5.571528978442473,7.2,7.4,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.25,0.0,1,1.918098212736422,0.0,4.6,4.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.390000000000001,19.134396355353072,1,4.439701544334548,4.085201590468663,6.6,6.8,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.25,0.0,1,1.918098212736422,0.0,4.6,4.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,10.0,0.0,1,5.347388512927295,0.0,5.6,5.8,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.0,0.0,1,4.268783619642547,0.0,5.3,5.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,5.0,0.0,1,4.5779975707097,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.73,17.58241758241758,1,3.362137775464168,3.9770193585107463,6.2,6.4,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,16.24,19.95073891625616,1,5.796633697726879,4.142105564814714,7.0,7.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,6.03,7.960199004975125,1,4.9021343050494535,3.306292992759147,6.5,6.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.77,40.67796610169491,1,2.249869859448204,5.6522855715541525,6.4,6.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.3199999999999998,54.545454545454554,1,1.9767482214124588,6.726592976888324,6.6,6.8,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.72,41.860465116279066,1,2.212909942738157,5.743893179760942,6.4,6.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.55,0.0,1,2.12007634912372,0.0,4.6,4.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.72,100.0,1,0.6887038001041125,10.0,7.2,7.4,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.6,0.0,1,2.1532188096477527,0.0,4.6,4.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.0,0.0,1,4.268783619642547,0.0,5.3,5.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,9.8,0.0,1,5.293944126323096,0.0,5.6,5.8,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,101.14,99.11014435436029,1,8.567412805830298,8.957550446339429,9.3,9.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.15,63.49206349206349,1,4.004685059864654,7.25843032246393,7.4,7.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,105.48,11.831626848691696,1,8.644108971022037,3.5761547410645727,7.7,7.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.0,0.0,1,4.268783619642547,0.0,5.3,5.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.0,0.0,1,4.268783619642547,0.0,5.3,5.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.4,54.54545454545454,1,4.441610272427555,6.726592976888323,7.4,7.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.9,0.0,1,0.8322054485511019,0.0,4.2,4.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.8,79.16666666666666,1,4.489675516224189,8.006169477493003,7.7,7.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,6.0,83.33333333333334,1,4.813291688356759,8.204935581994404,7.9,8.1,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,100.0,1,1.2540343571056742,10.0,7.4,7.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.3,0.0,1,3.1967725143154606,0.0,5.0,5.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,446.28,75.57587165008515,1,9.729307652264444,7.834874676490856,9.3,9.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.92,48.97959183673469,1,4.149921915668923,6.2954083720263085,7.1,7.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.92,39.02439024390244,1,4.498004511539129,5.524183875525146,7.0,7.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,980.555,62.43199004645328,1,9.94412632309561,7.207860721839293,9.1,9.4,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.7,44.44444444444444,1,3.3487766788131177,5.944072768064668,6.8,7.0,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.15,0.0,1,0.0529238243970154,0.0,4.0,4.1,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.25,0.0,1,3.1740412979351036,0.0,5.0,5.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,5.9,0.0,1,4.722019781363873,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.375,0.0,1,0.2897796286656255,0.0,4.1,4.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.45,0.0,1,0.3270865868471282,0.0,4.1,4.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,4.0,0.0,1,4.268783619642547,0.0,5.3,5.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,0.8999999999999999,0.0,1,0.7889987853548499,0.0,4.2,4.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,5.0,0.0,1,4.5779975707097,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.45,0.0,1,3.249869859448204,0.0,5.0,5.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.55,0.0,1,2.12007634912372,0.0,4.6,4.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,5.0,0.0,1,4.5779975707097,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.3,0.0,1,3.1967725143154606,0.0,5.0,5.2,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,14.0,0.0,1,5.659378795766095,0.0,5.7,5.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,8.0,0.0,1,5.11677945514489,0.0,5.5,5.7,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,1.0,0.0,1,1.2540343571056742,0.0,4.4,4.5,INDUSTRIAL
AACHEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL
